gene	Chimp.Mean.Expression	Chimp.Overdispersion	Chimp.theta.se	Chimp.Mean.Log2RPKM	Human.Mean.Expression	Human.Overdispersion	Human.theta.se	Human.Mean.Log2RPKM	Chimp.Residual	Human.Residual
ENSG00000198380	-18.2422996107258	0.0455239191164283	5.66238430186276	3.44950935681678	-18.5405521941599	0.0654971280628892	3.50254707262422	2.95722310571302	-0.685784584496483	-0.221786102924247
ENSG00000169599	-16.9270680658277	0.0842143959073448	3.05189886418118	5.31835160587111	-17.3548532477085	0.0585800774474827	3.95924261846184	4.67476414709099	0.043162924450701	-0.297761913786726
ENSG00000115977	-18.6918978803361	0.0671143153670266	3.82165580666378	2.78487259513358	-18.4634629269854	0.115298760398179	1.95861595975311	3.03151889489199	-0.409420234419651	0.352821266934548
ENSG00000196975	-19.3954474902267	0.123259691426626	2.07476994925163	1.73116913848224	-19.5533731768521	0.118053562048296	1.9390856062405	1.45961004086743	-0.0580156040073456	0.116699144889093
ENSG00000087338	-19.630189922711	0.0506400761354179	5.3249244293266	1.4529414639065	-19.8570353618636	0.0712086273856832	3.41391948611402	1.06013452750482	-1.05125097683157	-0.518041712194013
ENSG00000059728	-19.6112373748078	0.477546743818881	0.505220143911921	1.14299155976096	-19.8080456324534	0.124150217592551	1.85498893990796	1.08999942304943	1.20135170555201	0.059650047349566
ENSG00000169564	-15.7343483950387	0.049274287719367	5.24410559775227	7.06427400454209	-15.5902045896905	0.0369696710031928	6.23299369063187	7.2344072067735	-0.475637428719417	-0.818476621886306
ENSG00000116001	-18.2112925302735	0.101946226333162	2.50320137587061	3.45317712178117	-18.2207932186708	0.0595081550303719	3.85748672509135	3.42378992154036	0.125608425084831	-0.289728961881003
ENSG00000116005	-17.5563155163288	0.0634224496138027	4.04782961265988	4.42541791387934	-17.4654172705759	0.0974958642407436	2.32396282881895	4.48470236814271	-0.276842058002382	0.212113368616344
ENSG00000143977	-18.0714477825724	0.0415522839335038	6.39029936467086	3.70290956195152	-18.0818194490641	0.145471411683291	1.56466599501812	3.56365443340092	-0.74945059107473	0.613199488795131
ENSG00000035141	-19.4264765386931	0.0419809993318315	7.28240397865553	1.75563895200741	-19.4259082499719	0.0308722275326015	9.69271424366414	1.71652802788512	-1.14819112742277	-1.18019073673266
ENSG00000163235	-21.8636150358303	0.657741086817051	0.369758872670485	-2.16220720465272	-21.5058098059824	0.492741586267833	0.453414971868263	-1.59731991168749	0.540839283766795	0.687204478401543
ENSG00000075340	-19.0614598953883	0.328581845626963	0.748255259758088	2.05176913592042	-21.7754869341606	0.258400902966098	0.89397171678498	-1.83570318282607	1.0541337071006	-0.0628630409191566
ENSG00000116031	-21.7731501541981	0.404321612273412	0.693856674556107	-1.73556651240273	-22.70240908703	1.11278670873514	0.247066640874626	-3.14171694506422	0.0892567655841883	1.06812427997201
ENSG00000116035	-19.7466137037391	0.348191200245823	0.730730916596325	1.09499787378852	-21.8188602061986	0.642221181776249	0.444205298553382	-1.81569545951852	0.822791570302886	0.831177119400692
ENSG00000116039	-20.1406826002044	0.863552592101981	0.268992483142165	0.0765011871577741	-21.5828876016884	0.701414391486043	0.318928377451413	-1.80310804329734	1.54983030072254	1.00991983941709
ENSG00000144043	-17.445122832644	0.0555530151941824	4.63510714551154	4.59238953239478	-17.3896859670513	0.0300542268253843	7.70966267288274	4.64364933624157	-0.406870529891818	-0.965355710902005
ENSG00000124357	-19.1805497187967	0.174660597856774	1.44471051988474	2.00121815428345	-19.0423197716214	0.0809415565253964	2.83035000038047	2.22317792659339	0.377041404800686	-0.102477358223073
ENSG00000124370	-17.6139755155746	0.210076496214824	1.19618859018675	4.23343926786014	-17.949334368707	0.13518353201049	1.68008115941347	3.76153663279238	0.919474859049675	0.547220643590049
ENSG00000124383	-18.6343982150244	0.0315863719787549	8.41549091983176	2.89683115882234	-18.8053816885323	0.0250628440693409	9.72693381359874	2.60667960265555	-1.14601069650569	-1.22584201006788
ENSG00000124374	-18.6563758259143	0.173339631620578	1.45788089011111	2.75686738951248	-17.7520883762829	0.167975662980725	1.33249935213686	4.01832071657157	0.550046309679434	0.764207491164814
ENSG00000075292	-18.5276119826962	0.0644727828289023	3.9851882525556	3.02414731912625	-18.4085367174289	0.0401630270254463	5.72940756723311	3.16673979214804	-0.401931129376667	-0.696469618435315
ENSG00000135636	-17.9294459064439	0.0430718885122307	5.98863769771616	3.90209354385681	-17.4405882619561	0.146978701600484	1.52629581231481	4.48317045650534	-0.689212488425157	0.622228767419552
ENSG00000003137	-19.7106744064461	0.286213787489034	0.868304974112731	1.15571332552865	-20.6282572372487	0.557837848821079	0.38491759526924	-0.418919751827517	0.643521533867258	1.19101607116163
ENSG00000144036	-18.4019437568948	0.0740401874393106	3.4636153656004	3.19773184522361	-17.7942519333907	0.0664224490136262	3.42905727010268	4.03302502675356	-0.230642543830903	-0.162744375488075
ENSG00000116096	-17.6548882403231	0.474255909743743	0.508450864898348	3.96479151784784	-17.1111413748355	0.0928319336548485	2.4562927635492	5.00023625195619	1.73253730938991	0.164374479895647
ENSG00000144040	-20.5490515206076	0.254315177065913	0.985733831348178	-0.0284616520975244	-20.1254559441166	0.0855716831404246	2.72497282545021	0.660220527861455	0.144528245872275	-0.451375777748288
ENSG00000135631	-18.5144325816778	0.0894143992419542	2.86098163549646	3.02511545367928	-18.409491560397	0.0875790288681074	2.60144997458342	3.13024501304491	-0.071205495550664	0.0830402245685811
ENSG00000135632	-18.1288897947431	0.110400185204554	2.31330818777792	3.56651401322214	-18.2212386345923	0.0550652373289618	4.20701400200802	3.42653113139621	0.218505590997031	-0.367351750572255
ENSG00000135617	-16.3368647254865	0.0479839040417205	5.42054698526853	6.19640140268899	-16.8587795204855	0.0717128925506149	3.22080822092054	5.38066623147231	-0.497992073654672	-0.095719135273963
ENSG00000135624	-16.5768832292524	0.0465863014704252	5.52380398176188	5.85079641773722	-16.3994647083671	0.0177030570920219	13.0803672627681	6.08074319392891	-0.532928147647481	-1.50739804335003
ENSG00000163013	-22.4582742687765	0.531793616777111	0.473189285156891	-2.91995539337838	-21.6563933914795	0.260380798952733	0.901866573992329	-1.65704494106505	0.1069162950362	-0.00964035156123022
ENSG00000116127	-20.7769505238068	0.0455017442699316	5.95787070564498	-0.199063711878928	-20.7809620512693	0.0727178852618895	3.28762952792284	-0.274152711646105	-1.6789909407204	-0.917215613172142
ENSG00000144034	-18.4925014236021	0.0616174469159816	4.25133553605678	3.08084213033516	-18.149918104255	0.0820199000558987	2.81912447348414	3.51142268545919	-0.437440388155307	0.0355936759299285
ENSG00000144048	-19.1409425306286	0.0440768393482822	6.09200858982408	2.16000355446742	-19.3952054333765	0.0338530377935411	7.41102685530299	1.75214717446456	-0.98462825319054	-1.07817254340143
ENSG00000124356	-18.8370152527192	0.0217037736569523	12.3377504552522	2.60864616815524	-19.2236282498888	0.036367219800597	6.48435311919331	1.99394866824531	-1.58402397441671	-0.952488912817045
ENSG00000163017	-21.0338672938568	1.05180572538813	0.217900980000014	-1.33451112714786	-19.7874012348066	0.847698856370942	0.243773961995812	0.535447131050092	1.34819541032525	1.98985482546799
ENSG00000114956	-17.5660093470476	0.0473117506119812	5.52245456134219	4.42600057541844	-17.9053624779768	0.062742363810967	3.73241699439565	3.87862932053691	-0.570107136524135	-0.219459242082777
ENSG00000187605	-21.3424977508067	0.30761541861483	0.811607501112241	-1.20552119513718	-20.9096594136235	0.15503226314218	1.4869674944954	-0.52140354782361	-0.011558429168453	-0.218380279855144
ENSG00000163170	-18.3923116455767	0.123309235865492	2.07198339150306	3.17704940968861	-18.7408038278407	0.105466942127194	2.1835451315248	2.64286868108486	0.281630206765796	0.223069707440184
ENSG00000114978	-17.9017367959934	0.0312922256050849	8.28801151742263	3.95152767766409	-18.2686278731499	0.0481834640679793	4.78893132335321	3.36235208506258	-1.00468974132686	-0.503886919922971
ENSG00000065911	-18.6304088295632	0.207252371106137	1.22940396932728	2.7838462117357	-18.6037314559765	0.149533922978511	1.57571916572768	2.80970228254424	0.736367890370407	0.594804139728663
ENSG00000188687	-21.2908102521511	0.170084825750837	1.56551279781145	-1.00954407948581	-21.3541900669676	0.262324459447908	0.903344715446668	-1.22064509042455	-0.582697166268553	0.117861061729421
ENSG00000005448	-20.1479837771261	0.306892658830313	0.820791306558204	0.52384475535338	-20.2740886061572	0.107192320293648	2.30372308164232	0.442233635822608	0.511981976123857	-0.293282969297577
ENSG00000114993	-19.1617067977479	0.18955320984165	1.33179223026852	2.01896469574411	-19.0545424536157	0.0890002611400636	2.59263461791541	2.2009719626142	0.46614480815105	-0.0105481907298848
ENSG00000115275	-18.2196009515818	0.185017406561586	1.3616634347904	3.37963802422752	-17.9597306475184	0.069624154441496	3.29980560191474	3.79325485937251	0.720240142867006	-0.116621494761568
ENSG00000135637	-20.2391276237874	0.174794406550596	1.53213685611869	0.498467175715207	-20.4454287267599	0.0812135838879029	3.39887305130764	0.219922195774095	-0.0918670040508625	-0.650351931496686
ENSG00000115282	-19.1022451660979	0.173808917349875	1.4576312515449	2.11650083898575	-19.1124838149621	0.138436592527618	1.64561697235582	2.08085453950683	0.402069110023897	0.416229951288893
ENSG00000115289	-18.9630794963917	0.0858417853444808	3.06782800222318	2.38780181326746	-19.0412213114113	0.0610675419917384	3.95414739178117	2.2447242832558	-0.252387677665912	-0.383959473110715
ENSG00000115307	-16.6810711770946	0.227813877112091	1.09448385273168	5.56451226487821	-16.8192120363569	0.0773397249425159	2.94517264746018	5.43218624625559	1.05058381445932	-0.0208265258030993
ENSG00000115317	-18.2384146995027	0.0702159907300562	3.71943125520419	3.44111085170739	-18.1508815458712	0.0230409898328221	10.6917356920872	3.5523276298342	-0.251786705969101	-1.23415536644405
ENSG00000115318	-19.7051927152515	0.532202120318009	0.451508408312768	0.969460659980927	-19.614664611432	0.282706919992768	0.787201903848796	1.25103988724045	1.26635475854967	0.965816722310734
ENSG00000115325	-20.4529219125737	0.300270339649992	0.873570098400112	0.129192931559057	-20.7226657444384	0.14421788179786	1.92376794697508	-0.194546958710757	0.353630493558944	-0.205629691821233
ENSG00000135622	-20.2913176645062	0.329289367860192	0.754086975354535	0.287449105578704	-20.5975410630789	0.12011560894691	1.9815119000774	-0.0396875598889025	0.518088039672222	-0.330237749329861
ENSG00000159399	-19.1924683309701	1.20297117074204	0.186259802433617	1.10663533042714	-18.7802681532795	0.282117257241536	0.783925331284728	2.44891972057711	2.30211697450624	1.19980277479605
ENSG00000115350	-17.8984263878694	0.126980719390091	2.00675528949487	3.88742954157971	-17.9673402588852	0.151661229501306	1.48914208716804	3.72200685346737	0.396423776223326	0.661654967865115
ENSG00000115363	-20.3622918171437	0.233903180402756	1.10513976370898	0.275193624330181	-21.3215337082823	0.737287226002287	0.293328358205201	-1.48951584965258	0.144333552576584	1.1646358680028
