P	gene
0.024	ENSG00000172197
0.521	ENSG00000112242
0.0447	ENSG00000145996
0.8164	ENSG00000124766
0.1476	ENSG00000172179
0.1601	ENSG00000124532
0.6776	ENSG00000112294
0.2122	ENSG00000111802
0.4013	ENSG00000112304
0.0142	ENSG00000112308
0.4965	ENSG00000112312
0.3289	ENSG00000111913
0.6521	ENSG00000168405
0.0663	ENSG00000079691
0.315	ENSG00000079689
0.769	ENSG00000112343
0.6965	ENSG00000272462
0.807	ENSG00000187837
0.5337	ENSG00000010704
0.6837	ENSG00000180596
0.0001	ENSG00000180573
0.4548	ENSG00000158373
0.0106	ENSG00000274750
0.0001	ENSG00000158406
0.4481	ENSG00000186470
0.0137	ENSG00000124508
0.1523	ENSG00000026950
0.1202	ENSG00000124549
0.1583	ENSG00000111801
0.0211	ENSG00000112763
0.4054	ENSG00000261353
0.0632	ENSG00000146109
0.0484	ENSG00000124635
0.5772	ENSG00000276180
0.0311	ENSG00000204789
0.7615	ENSG00000124613
0.0146	ENSG00000219891
0.9253	ENSG00000219392
0.0347	ENSG00000269293
0.0204	ENSG00000196812
0.0001	ENSG00000198315
0.0134	ENSG00000226314
0.5818	ENSG00000216901
0.6444	ENSG00000137185
0.1965	ENSG00000187626
0.0624	ENSG00000189134
0.0971	ENSG00000197062
0.0451	ENSG00000137338
0.3704	ENSG00000235109
0.3025	ENSG00000189298
0.12	ENSG00000158691
0.4858	ENSG00000204713
0.8489	ENSG00000237988
0.0106	ENSG00000213886
0.0297	ENSG00000204681
0.0009	ENSG00000204655
0.0002	ENSG00000204644
0.0633	ENSG00000204642
0.0021	ENSG00000214922
0.0267	ENSG00000204632
0.2402	ENSG00000206503
0.0229	ENSG00000237669
0.4818	ENSG00000066379
0.6926	ENSG00000204619
0.1925	ENSG00000234127
0.0697	ENSG00000243753
0.5074	ENSG00000280128
0.5255	ENSG00000231074
0.0265	ENSG00000204599
0.2422	ENSG00000241370
0.1332	ENSG00000204592
0.3303	ENSG00000204590
0.8037	ENSG00000204576
0.2052	ENSG00000204574
0.0019	ENSG00000204569
0.0529	ENSG00000204568
0.7269	ENSG00000137343
0.2733	ENSG00000204564
0.0543	ENSG00000204560
0.1257	ENSG00000146112
0.2731	ENSG00000137404
0.0099	ENSG00000137337
0.0601	ENSG00000196230
0.1156	ENSG00000137312
0.9568	ENSG00000137331
0.5582	ENSG00000204580
0.0151	ENSG00000213780
0.0215	ENSG00000137411
0.0179	ENSG00000196260
0.6117	ENSG00000204540
0.6304	ENSG00000204536
0.4815	ENSG00000137310
0.5589	ENSG00000204531
0.3718	ENSG00000272501
0.1242	ENSG00000206344
0.0153	ENSG00000204525
0.0975	ENSG00000234745
0.894	ENSG00000204516
0.8429	ENSG00000198563
0.0372	ENSG00000213760
0.0035	ENSG00000204498
0.4515	ENSG00000226979
0.7753	ENSG00000232810
0.179	ENSG00000227507
0.9808	ENSG00000204482
0.351	ENSG00000204472
0.4475	ENSG00000204469
0.2649	ENSG00000204463
0.0775	ENSG00000204439
0.0768	ENSG00000204438
0.582	ENSG00000204435
0.7928	ENSG00000240053
0.3776	ENSG00000204428
0.1982	ENSG00000204427
0.0107	ENSG00000213722
0.8215	ENSG00000213719
0.0545	ENSG00000204410
0.8065	ENSG00000204396
0.4026	ENSG00000204394
0.1407	ENSG00000204392
0.1752	ENSG00000204390
0.6574	ENSG00000204387
0.0001	ENSG00000204386
0.3503	ENSG00000204371
0.2017	ENSG00000166278
0.1231	ENSG00000243649
0.0447	ENSG00000204356
0.0215	ENSG00000204351
0.0001	ENSG00000204344
0.438	ENSG00000168477
0.9387	ENSG00000221988
0.0054	ENSG00000241404
0.853	ENSG00000204310
0.1933	ENSG00000204308
0.0254	ENSG00000204305
0.6835	ENSG00000204304
0.0642	ENSG00000213654
0.0055	ENSG00000204301
0.9932	ENSG00000204287
0.6125	ENSG00000198502
0.0041	ENSG00000196126
0.1434	ENSG00000196735
0.2732	ENSG00000179344
0.8557	ENSG00000237541
0.2768	ENSG00000232629
0.0891	ENSG00000241106
0.0001	ENSG00000204267
0.1354	ENSG00000204264
0.0893	ENSG00000204261
0.0012	ENSG00000168394
0.2276	ENSG00000240065
0.266	ENSG00000242574
0.2285	ENSG00000204257
0.3907	ENSG00000204256
0.0857	ENSG00000204252
0.2595	ENSG00000231389
0.0933	ENSG00000223865
0.816	ENSG00000204248
0.5182	ENSG00000204231
0.3088	ENSG00000112473
0.1574	ENSG00000204228
0.8034	ENSG00000204227
0.0885	ENSG00000223501
0.3476	ENSG00000231500
0.8185	ENSG00000227057
0.527	ENSG00000204220
0.0157	ENSG00000237441
0.006	ENSG00000231925
0.6145	ENSG00000236104
0.3662	ENSG00000204209
0.0301	ENSG00000237649
0.3945	ENSG00000112511
0.3576	ENSG00000112514
0.9842	ENSG00000197283
0.0002	ENSG00000030110
0.0148	ENSG00000096433
0.2498	ENSG00000137288
0.1131	ENSG00000161896
0.1263	ENSG00000161904
0.9696	ENSG00000124493
0.0227	ENSG00000137309
0.0615	ENSG00000186577
0.593	ENSG00000272325
0.2964	ENSG00000124507
0.0969	ENSG00000196821
0.0197	ENSG00000272288
0.7897	ENSG00000124562
0.3902	ENSG00000065060
0.9356	ENSG00000064995
0.387	ENSG00000064999
0.0086	ENSG00000146197
0.0564	ENSG00000065029
0.0474	ENSG00000023892
0.0547	ENSG00000112033
0.0121	ENSG00000112039
0.0399	ENSG00000198755
0.0854	ENSG00000007866
0.1444	ENSG00000096060
0.5171	ENSG00000137392
0.4907	ENSG00000096063
0.7764	ENSG00000112062
0.3178	ENSG00000156711
0.89	ENSG00000096070
0.4035	ENSG00000112078
0.009	ENSG00000112079
0.2821	ENSG00000112081
0.0252	ENSG00000124762
0.8376	ENSG00000124772
0.0086	ENSG00000137168
0.7611	ENSG00000198663
0.4818	ENSG00000164530
0.4618	ENSG00000137409
0.0263	ENSG00000146192
0.863	ENSG00000137193
0.2347	ENSG00000065491
0.3222	ENSG00000112130
0.4531	ENSG00000137200
0.0005	ENSG00000198937
0.0238	ENSG00000112139
0.1662	ENSG00000156639
0.0009	ENSG00000183826
0.3481	ENSG00000124767
0.0664	ENSG00000112164
0.0001	ENSG00000112167
0.8349	ENSG00000217165
0.7629	ENSG00000124780
0.1084	ENSG00000164627
0.8684	ENSG00000146122
0.0002	ENSG00000235033
0.1272	ENSG00000124615
0.1388	ENSG00000124596
0.3394	ENSG00000124701
0.1213	ENSG00000001167
0.1157	ENSG00000161912
0.0414	ENSG00000124641
0.9868	ENSG00000112578
0.0069	ENSG00000112576
0.7311	ENSG00000137413
0.908	ENSG00000188112
0.2111	ENSG00000048544
0.4932	ENSG00000124496
0.318	ENSG00000024048
0.1842	ENSG00000112619
0.4943	ENSG00000124659
0.2577	ENSG00000112624
0.0001	ENSG00000146223
0.7581	ENSG00000137161
0.2954	ENSG00000124713
0.434	ENSG00000124587
0.2894	ENSG00000112640
0.8357	ENSG00000124733
0.4749	ENSG00000124702
0.2165	ENSG00000124541
0.9321	ENSG00000044090
0.0529	ENSG00000137171
0.0494	ENSG00000112651
0.0052	ENSG00000112655
0.9297	ENSG00000112658
0.416	ENSG00000112659
0.0735	ENSG00000112667
0.3343	ENSG00000137204
0.1039	ENSG00000146215
0.0181	ENSG00000171467
0.2151	ENSG00000124574
0.0793	ENSG00000171462
0.4442	ENSG00000137221
0.0421	ENSG00000204052
0.6253	ENSG00000137207
0.6631	ENSG00000171453
0.4912	ENSG00000124571
0.4504	ENSG00000170734
0.4279	ENSG00000172432
0.8425	ENSG00000124688
0.0783	ENSG00000096080
0.8951	ENSG00000112715
0.0021	ENSG00000180992
0.0758	ENSG00000137216
0.9555	ENSG00000137225
0.2597	ENSG00000112759
0.0601	ENSG00000096384
0.8905	ENSG00000157593
0.3897	ENSG00000146232
0.3889	ENSG00000178233
0.6942	ENSG00000124608
0.0046	ENSG00000096401
0.4135	ENSG00000196284
0.2057	ENSG00000124813
0.0728	ENSG00000112782
0.356	ENSG00000001561
0.0001	ENSG00000112796
0.2999	ENSG00000172348
0.0365	ENSG00000146233
0.1646	ENSG00000153291
0.4309	ENSG00000180113
0.4843	ENSG00000069122
0.2302	ENSG00000146072
0.63	ENSG00000198087
0.2816	ENSG00000153294
0.234	ENSG00000124818
0.0853	ENSG00000146085
0.0342	ENSG00000031691
0.2826	ENSG00000096006
0.0839	ENSG00000112118
0.4648	ENSG00000170915
0.0005	ENSG00000096093
0.0628	ENSG00000065308
0.0027	ENSG00000225791
0.0307	ENSG00000216775
0.0001	ENSG00000096092
0.0992	ENSG00000170899
0.1442	ENSG00000112144
0.0127	ENSG00000112146
0.1048	ENSG00000012660
0.2784	ENSG00000001084
0.1486	ENSG00000124743
0.1637	ENSG00000137269
0.1006	ENSG00000146147
0.2214	ENSG00000168143
0.0758	ENSG00000261116
0.0839	ENSG00000112175
0.9008	ENSG00000124749
0.4742	ENSG00000151914
0.916	ENSG00000168116
0.7329	ENSG00000112200
0.0015	ENSG00000112208
0.2351	ENSG00000112210
0.2509	ENSG00000112245
0.6278	ENSG00000118482
0.0269	ENSG00000230910
0.7898	ENSG00000135298
0.0003	ENSG00000168216
0.0839	ENSG00000112280
0.9246	ENSG00000082269
0.0123	ENSG00000154079
NA	ENSG00000218870
0.7159	ENSG00000112305
0.7686	ENSG00000119900
0.4163	ENSG00000164430
0.9354	ENSG00000135297
0.6084	ENSG00000156508
0.3467	ENSG00000119899
0.109	ENSG00000156535
0.862	ENSG00000111799
0.0309	ENSG00000112695
0.0022	ENSG00000112697
0.3662	ENSG00000118407
0.5957	ENSG00000112701
0.2339	ENSG00000196586
0.1035	ENSG00000269964
0.3363	ENSG00000146247
0.921	ENSG00000118418
0.9057	ENSG00000270362
0.0308	ENSG00000135338
0.6258	ENSG00000198478
0.2849	ENSG00000083123
0.0001	ENSG00000272129
0.5592	ENSG00000112773
0.0021	ENSG00000226453
0.9082	ENSG00000005700
0.4036	ENSG00000146242
0.0013	ENSG00000083097
0.153	ENSG00000013375
0.025	ENSG00000013392
0.4987	ENSG00000065833
0.8312	ENSG00000146250
0.0127	ENSG00000065609
0.7427	ENSG00000065615
0.2911	ENSG00000135315
0.5921	ENSG00000112837
0.9306	ENSG00000135318
0.1099	ENSG00000135317
0.2476	ENSG00000135316
0.0088	ENSG00000203875
0.1315	ENSG00000135346
0.6571	ENSG00000188994
0.5136	ENSG00000111850
0.0441	ENSG00000203872
0.6813	ENSG00000146282
0.4259	ENSG00000135336
0.1602	ENSG00000135334
0.4214	ENSG00000111880
0.7982	ENSG00000146278
0.7292	ENSG00000146281
0.0021	ENSG00000198833
0.3761	ENSG00000025039
0.0106	ENSG00000135299
0.9421	ENSG00000083099
0.0442	ENSG00000112159
0.5245	ENSG00000118412
0.3631	ENSG00000112182
0.9023	ENSG00000135341
0.3827	ENSG00000135333
0.0913	ENSG00000172469
0.5391	ENSG00000014123
0.0452	ENSG00000112214
0.0308	ENSG00000112218
0.0643	ENSG00000123545
0.4553	ENSG00000112234
0.3785	ENSG00000146267
0.8578	ENSG00000132423
0.6232	ENSG00000132424
0.7312	ENSG00000123552
0.0006	ENSG00000112237
0.4044	ENSG00000112249
0.7317	ENSG00000260000
0.3009	ENSG00000164418
0.4045	ENSG00000085382
0.0077	ENSG00000187772
0.643	ENSG00000112276
0.0152	ENSG00000203808
0.1343	ENSG00000132429
0.3384	ENSG00000085377
0.0014	ENSG00000057663
0.2979	ENSG00000057657
0.2301	ENSG00000112297
0.6504	ENSG00000130347
0.1754	ENSG00000130348
0.3242	ENSG00000130349
0.169	ENSG00000178409
0.0099	ENSG00000164494
0.1091	ENSG00000112320
0.1495	ENSG00000146285
0.9099	ENSG00000025796
0.0005	ENSG00000081087
0.6265	ENSG00000135537
0.0339	ENSG00000118689
0.5071	ENSG00000118690
0.6661	ENSG00000080546
0.6875	ENSG00000183137
0.3366	ENSG00000203799
0.0873	ENSG00000135535
0.0156	ENSG00000185250
0.54	ENSG00000135587
0.3885	ENSG00000135596
0.6024	ENSG00000112365
0.3836	ENSG00000155085
0.5836	ENSG00000112367
0.8105	ENSG00000112290
0.0399	ENSG00000168438
0.2851	ENSG00000203797
0.7219	ENSG00000155111
0.3007	ENSG00000123505
0.199	ENSG00000155115
0.6094	ENSG00000197498
0.2119	ENSG00000112394
0.0823	ENSG00000173214
0.2576	ENSG00000230177
0.8613	ENSG00000009413
0.7371	ENSG00000056972
0.5192	ENSG00000255389
0.3594	ENSG00000010810
0.0701	ENSG00000074935
0.082	ENSG00000203778
0.0759	ENSG00000112769
0.2665	ENSG00000277443
0.0001	ENSG00000175967
0.1429	ENSG00000196591
0.2764	ENSG00000111816
0.2848	ENSG00000178425
0.6663	ENSG00000187189
0.0056	ENSG00000111817
0.4145	ENSG00000189241
0.0011	ENSG00000111832
0.491	ENSG00000153975
0.1821	ENSG00000196911
0.5522	ENSG00000183807
0.5104	ENSG00000170162
0.5658	ENSG00000164465
0.2092	ENSG00000047932
0.6071	ENSG00000153989
0.0334	ENSG00000196376
0.1415	ENSG00000111860
0.6282	ENSG00000198523
0.094	ENSG00000111877
0.0109	ENSG00000111875
0.8769	ENSG00000111879
0.6746	ENSG00000111885
0.7428	ENSG00000025156
0.6701	ENSG00000279453
0.4387	ENSG00000111897
0.0006	ENSG00000135549
0.5588	ENSG00000172594
0.4759	ENSG00000186439
0.6105	ENSG00000235535
0.9827	ENSG00000146373
0.1059	ENSG00000111907
0.0482	ENSG00000111906
0.2322	ENSG00000135547
0.6758	ENSG00000111912
0.8848	ENSG00000111911
0.0015	ENSG00000066651
0.6367	ENSG00000118518
0.6401	ENSG00000093144
0.7544	ENSG00000172673
0.0274	ENSG00000152894
0.0005	ENSG00000196569
0.242	ENSG00000146376
0.1251	ENSG00000198945
0.0034	ENSG00000079819
0.3004	ENSG00000118507
0.7022	ENSG00000118520
0.3259	ENSG00000112282
0.969	ENSG00000197594
0.0903	ENSG00000118523
0.4828	ENSG00000079931
0.0554	ENSG00000079950
0.2813	ENSG00000112303
0.2559	ENSG00000146409
0.8871	ENSG00000112306
0.0741	ENSG00000112319
0.6022	ENSG00000118526
0.8159	ENSG00000028839
0.4964	ENSG00000146411
0.8486	ENSG00000118515
0.7697	ENSG00000112339
0.0367	ENSG00000135541
0.0276	ENSG00000171408
0.9215	ENSG00000237596
0.0058	ENSG00000029363
0.1068	ENSG00000135525
0.131	ENSG00000197442
0.145	ENSG00000112357
0.0853	ENSG00000016402
0.3716	ENSG00000027697
0.0498	ENSG00000118503
0.0003	ENSG00000112378
0.0466	ENSG00000112379
0.018	ENSG00000051620
0.0798	ENSG00000135540
0.2526	ENSG00000225177
0.555	ENSG00000024862
0.409	ENSG00000203734
0.6082	ENSG00000135597
0.2207	ENSG00000146386
0.0637	ENSG00000112406
0.5269	ENSG00000164440
0.1094	ENSG00000164442
0.1637	ENSG00000236013
0.1699	ENSG00000234147
0.0769	ENSG00000259828
0.1779	ENSG00000009844
0.1152	ENSG00000112414
0.977	ENSG00000010818
0.254	ENSG00000146416
0.9563	ENSG00000034693
0.1151	ENSG00000229036
0.4506	ENSG00000001036
0.0027	ENSG00000112419
0.3844	ENSG00000135521
0.2859	ENSG00000118495
0.0496	ENSG00000169976
0.332	ENSG00000135604
0.443	ENSG00000152818
0.1069	ENSG00000112425
0.5619	ENSG00000118496
0.0958	ENSG00000235652
0.0001	ENSG00000146414
0.0042	ENSG00000152822
0.9027	ENSG00000118508
0.5281	ENSG00000164506
0.0446	ENSG00000111961
0.6345	ENSG00000111962
0.755	ENSG00000055208
0.7064	ENSG00000178199
0.9546	ENSG00000131013
0.9653	ENSG00000055211
0.0427	ENSG00000186625
0.2116	ENSG00000131023
0.5943	ENSG00000120253
0.5894	ENSG00000120265
0.0056	ENSG00000120256
0.2015	ENSG00000131019
0.8696	ENSG00000198729
0.9436	ENSG00000120278
0.077	ENSG00000120254
0.531	ENSG00000131016
0.4649	ENSG00000181472
0.0909	ENSG00000155906
0.6165	ENSG00000146476
0.5304	ENSG00000091831
0.7115	ENSG00000131018
0.973	ENSG00000120279
0.0571	ENSG00000146469
0.2943	ENSG00000112029
0.1179	ENSG00000112031
0.0266	ENSG00000153721
0.0382	ENSG00000213079
0.8544	ENSG00000146426
0.7217	ENSG00000235381
0.3534	ENSG00000029639
0.0006	ENSG00000074771
0.7912	ENSG00000049618
0.0201	ENSG00000215712
0.0195	ENSG00000175048
0.8787	ENSG00000130340
0.24	ENSG00000078269
0.0311	ENSG00000122335
0.0863	ENSG00000272047
0.1608	ENSG00000130338
0.0331	ENSG00000146433
0.0065	ENSG00000146425
0.0844	ENSG00000164674
0.2789	ENSG00000092820
0.0547	ENSG00000130363
0.0799	ENSG00000164691
0.7004	ENSG00000164694
0.003	ENSG00000237927
0.5724	ENSG00000112096
0.4271	ENSG00000146457
0.0155	ENSG00000120437
0.0014	ENSG00000120438
0.1298	ENSG00000112110
0.0012	ENSG00000146453
0.0858	ENSG00000197081
0.266	ENSG00000213073
0.1523	ENSG00000146477
0.9207	ENSG00000085511
0.5255	ENSG00000026652
0.749	ENSG00000185345
0.8166	ENSG00000112530
0.0027	ENSG00000225683
0.2165	ENSG00000270419
0.096	ENSG00000112531
0.1044	ENSG00000230627
0.9575	ENSG00000112541
0.56	ENSG00000223414
0.0603	ENSG00000198818
0.0324	ENSG00000060762
0.0119	ENSG00000071242
0.3624	ENSG00000026297
0.0956	ENSG00000213066
0.0126	ENSG00000130396
0.0031	ENSG00000125337
0.1294	ENSG00000164488
0.0728	ENSG00000112562
0.0396	ENSG00000186340
0.0819	ENSG00000184465
0.7284	ENSG00000185127
0.0011	ENSG00000130024
0.1618	ENSG00000184786
0.6661	ENSG00000130023
0.0009	ENSG00000198719
0.0736	ENSG00000112584
0.6779	ENSG00000008018
0.8345	ENSG00000112592
0.0866	ENSG00000071994
0.0032	ENSG00000164877
0.2948	ENSG00000273230
0.46	ENSG00000164880
0.3317	ENSG00000198517
0.0786	ENSG00000157778
0.3228	ENSG00000230487
0.4438	ENSG00000225968
0.0502	ENSG00000002822
0.829	ENSG00000122687
0.9307	ENSG00000106268
0.5415	ENSG00000106266
0.0594	ENSG00000146535
0.0104	ENSG00000198286
0.0131	ENSG00000146555
0.0201	ENSG00000164916
0.0989	ENSG00000242802
0.2393	ENSG00000157927
0.3492	ENSG00000196204
0.5869	ENSG00000182095
0.2894	ENSG00000155034
0.1809	ENSG00000230733
0.9335	ENSG00000075624
0.0878	ENSG00000106392
0.8561	ENSG00000215018
0.1083	ENSG00000272732
0.1158	ENSG00000272894
0.0926	ENSG00000164654
0.0002	ENSG00000106399
0.2482	ENSG00000219545
0.5765	ENSG00000106415
0.4498	ENSG00000003147
0.1043	ENSG00000227719
0.7596	ENSG00000189043
0.1458	ENSG00000106443
0.0682	ENSG00000005108
0.007	ENSG00000106460
0.5682	ENSG00000146530
0.7812	ENSG00000106511
0.4788	ENSG00000136261
0.7016	ENSG00000106537
0.107	ENSG00000106546
0.0087	ENSG00000071189
0.9258	ENSG00000048052
0.4819	ENSG00000122691
0.4809	ENSG00000105849
0.9563	ENSG00000105866
0.1093	ENSG00000105877
0.9318	ENSG00000164649
0.3989	ENSG00000136237
0.7462	ENSG00000122591
0.4952	ENSG00000122550
0.5399	ENSG00000136243
0.2681	ENSG00000226816
0.1163	ENSG00000136235
0.4191	ENSG00000156928
0.0382	ENSG00000232818
0.8564	ENSG00000164548
0.3848	ENSG00000105926
0.1221	ENSG00000105928
0.2051	ENSG00000070882
0.1732	ENSG00000172115
0.1493	ENSG00000273237
0.0263	ENSG00000122566
0.6761	ENSG00000122565
0.4606	ENSG00000086300
0.6478	ENSG00000005020
0.1055	ENSG00000106052
0.2123	ENSG00000153814
0.2268	ENSG00000146592
0.0024	ENSG00000255690
0.7198	ENSG00000272568
0.001	ENSG00000106066
0.0004	ENSG00000106069
0.7017	ENSG00000122574
0.5998	ENSG00000136193
0.5494	ENSG00000106086
0.7046	ENSG00000180354
0.0005	ENSG00000180233
0.748	ENSG00000235859
0.6268	ENSG00000106100
0.2431	ENSG00000006625
0.0001	ENSG00000196295
0.0643	ENSG00000106105
0.0681	ENSG00000106113
0.0731	ENSG00000241644
0.4589	ENSG00000106125
0.9817	ENSG00000240583
0.0831	ENSG00000154678
0.0151	ENSG00000281332
0.8859	ENSG00000122643
0.0134	ENSG00000164610
0.0011	ENSG00000122507
0.1535	ENSG00000164619
0.0892	ENSG00000164532
0.3374	ENSG00000122557
0.7922	ENSG00000271122
0.3745	ENSG00000227544
0.0005	ENSG00000122545
0.1577	ENSG00000122547
0.6863	ENSG00000164542
0.0583	ENSG00000011426
0.06	ENSG00000136250
0.5285	ENSG00000155849
0.095	ENSG00000106483
0.0432	ENSG00000086289
0.0002	ENSG00000078053
0.1218	ENSG00000006715
0.6851	ENSG00000078967
0.4308	ENSG00000106608
0.7642	ENSG00000062582
0.4898	ENSG00000106605
0.0028	ENSG00000106603
0.0001	ENSG00000164543
0.7374	ENSG00000106591
0.2818	ENSG00000106588
0.2605	ENSG00000106571
0.8987	ENSG00000122641
0.0316	ENSG00000175600
0.0001	ENSG00000168303
0.547	ENSG00000065883
0.4671	ENSG00000006451
0.0001	ENSG00000106631
0.8289	ENSG00000106633
0.2099	ENSG00000106636
0.1733	ENSG00000058404
0.1734	ENSG00000015676
0.1378	ENSG00000136271
0.2747	ENSG00000158604
0.6078	ENSG00000105953
0.2098	ENSG00000136280
0.0141	ENSG00000136274
0.1076	ENSG00000136270
0.8318	ENSG00000122679
0.5424	ENSG00000146674
0.4615	ENSG00000136205
0.4151	ENSG00000188730
0.0107	ENSG00000185811
0.5136	ENSG00000132436
0.8021	ENSG00000106070
0.1081	ENSG00000106078
0.5176	ENSG00000132432
0.388	ENSG00000146648
0.4387	ENSG00000224057
0.1913	ENSG00000132434
0.5493	ENSG00000154978
0.8386	ENSG00000173041
0.6535	ENSG00000158321
0.0001	ENSG00000185274
0.0817	ENSG00000272391
0.4503	ENSG00000106638
0.6924	ENSG00000106635
0.9664	ENSG00000009954
0.0131	ENSG00000146701
0.683	ENSG00000177679
0.3465	ENSG00000106211
0.5688	ENSG00000170027
0.116	ENSG00000127947
0.0002	ENSG00000214293
0.3572	ENSG00000187257
0.6116	ENSG00000135211
0.3528	ENSG00000006576
0.9278	ENSG00000127955
0.1023	ENSG00000135218
0.0037	ENSG00000229436
0.1996	ENSG00000075223
0.3511	ENSG00000019991
0.1063	ENSG00000153956
0.9555	ENSG00000186472
0.3926	ENSG00000075213
0.8173	ENSG00000164659
0.0301	ENSG00000182165
0.2078	ENSG00000005469
0.051	ENSG00000005471
0.1626	ENSG00000085563
0.0326	ENSG00000157259
0.9798	ENSG00000234545
0.0204	ENSG00000105810
0.0905	ENSG00000205413
0.1029	ENSG00000177409
0.449	ENSG00000004766
0.2047	ENSG00000105825
0.0581	ENSG00000127920
0.6624	ENSG00000278959
0.3817	ENSG00000105829
0.8264	ENSG00000164692
0.2525	ENSG00000127995
0.9056	ENSG00000127990
0.4959	ENSG00000242265
0.2103	ENSG00000158528
0.5445	ENSG00000105854
0.4608	ENSG00000005981
0.2746	ENSG00000004799
0.0005	ENSG00000158560
0.7199	ENSG00000004864
0.0227	ENSG00000127922
0.2768	ENSG00000196636
0.119	ENSG00000106236
0.0001	ENSG00000196367
0.8971	ENSG00000242687
0.1174	ENSG00000198742
0.2639	ENSG00000241685
0.7957	ENSG00000130429
0.06	ENSG00000106244
0.3616	ENSG00000106245
0.9259	ENSG00000106246
0.4998	ENSG00000160917
0.919	ENSG00000241468
0.2431	ENSG00000198556
0.0047	ENSG00000160908
0.3487	ENSG00000196652
0.2414	ENSG00000221909
0.0263	ENSG00000197343
0.3498	ENSG00000197037
0.1804	ENSG00000146833
0.5118	ENSG00000160862
0.8283	ENSG00000106261
0.3865	ENSG00000166529
0.6992	ENSG00000166526
0.5871	ENSG00000168090
0.7579	ENSG00000166508
0.8922	ENSG00000221838
0.1053	ENSG00000106290
0.7244	ENSG00000166997
0.0509	ENSG00000214309
0.023	ENSG00000188186
0.1813	ENSG00000146826
0.5948	ENSG00000197093
0.0393	ENSG00000239521
0.0272	ENSG00000146828
0.0321	ENSG00000087077
0.9129	ENSG00000087087
0.1437	ENSG00000087085
0.179	ENSG00000106366
0.1201	ENSG00000106367
0.063	ENSG00000257923
0.9665	ENSG00000222011
0.1619	ENSG00000128606
0.1276	ENSG00000170632
0.6675	ENSG00000161048
0.0135	ENSG00000170629
0.7707	ENSG00000105819
0.5279	ENSG00000105821
0.4402	ENSG00000161057
0.0575	ENSG00000189056
0.5447	ENSG00000164815
0.0062	ENSG00000228393
0.536	ENSG00000239569
0.0853	ENSG00000005483
0.1006	ENSG00000135250
0.4047	ENSG00000253276
0.3006	ENSG00000005249
0.4373	ENSG00000105856
0.0006	ENSG00000164597
0.4063	ENSG00000172209
0.746	ENSG00000105865
0.9199	ENSG00000075790
0.0092	ENSG00000241764
0.1889	ENSG00000105879
0.4958	ENSG00000091140
0.658	ENSG00000091136
0.9372	ENSG00000135241
0.1401	ENSG00000184903
0.713	ENSG00000173114
0.8779	ENSG00000128512
0.0272	ENSG00000198839
0.1294	ENSG00000006652
0.2605	ENSG00000181016
0.8673	ENSG00000146802
0.0013	ENSG00000164603
0.8966	ENSG00000234520
0.3028	ENSG00000164604
0.771	ENSG00000154415
0.523	ENSG00000128573
0.0396	ENSG00000135272
0.9932	ENSG00000135269
0.6681	ENSG00000105971
0.8013	ENSG00000105974
0.0785	ENSG00000105976
0.5064	ENSG00000198898
0.3039	ENSG00000004866
0.03	ENSG00000128534
0.2486	ENSG00000106025
0.0635	ENSG00000196937
0.1007	ENSG00000106278
0.1169	ENSG00000008311
0.7626	ENSG00000081803
0.0811	ENSG00000128609
0.5281	ENSG00000146809
0.6637	ENSG00000170807
0.1286	ENSG00000106299
0.0053	ENSG00000170775
0.6053	ENSG00000128513
0.7947	ENSG00000179603
0.6292	ENSG00000048405
0.5993	ENSG00000179562
0.1059	ENSG00000004059
0.3221	ENSG00000197157
0.8275	ENSG00000128594
0.1683	ENSG00000174697
0.0003	ENSG00000106344
0.1854	ENSG00000224940
0.5069	ENSG00000106348
0.0074	ENSG00000135245
0.0621	ENSG00000205085
0.2627	ENSG00000271344
0.0415	ENSG00000128595
0.1806	ENSG00000128617
0.0028	ENSG00000128596
0.2021	ENSG00000128591
0.0047	ENSG00000242902
0.4054	ENSG00000135253
0.0067	ENSG00000272899
0.4832	ENSG00000128604
0.015	ENSG00000064419
