Gene stable ID	Transcript stable ID	Gene name	Source of gene name
ENSPTRG00000033875	ENSPTRT00000038755	TOMM5	VGNC Symbol
ENSPTRG00000033875	ENSPTRT00000100834	TOMM5	VGNC Symbol
ENSPTRG00000051902	ENSPTRT00000107670		
ENSPTRG00000005773	ENSPTRT00000108932	STARD13	VGNC Symbol
ENSPTRG00000005773	ENSPTRT00000010622	STARD13	VGNC Symbol
ENSPTRG00000005773	ENSPTRT00000083687	STARD13	VGNC Symbol
ENSPTRG00000005773	ENSPTRT00000086713	STARD13	VGNC Symbol
ENSPTRG00000005773	ENSPTRT00000087907	STARD13	VGNC Symbol
ENSPTRG00000005773	ENSPTRT00000099559	STARD13	VGNC Symbol
ENSPTRG00000005773	ENSPTRT00000078389	STARD13	VGNC Symbol
ENSPTRG00000023373	ENSPTRT00000032669	TUBB4B	VGNC Symbol
ENSPTRG00000023373	ENSPTRT00000081192	TUBB4B	VGNC Symbol
ENSPTRG00000023373	ENSPTRT00000048780	TUBB4B	VGNC Symbol
ENSPTRG00000023373	ENSPTRT00000105822	TUBB4B	VGNC Symbol
ENSPTRG00000051496	ENSPTRT00000046868		
ENSPTRG00000051496	ENSPTRT00000082836		
ENSPTRG00000051496	ENSPTRT00000014745		
ENSPTRG00000050617	ENSPTRT00000099659	IKBIP	HGNC Symbol
ENSPTRG00000050617	ENSPTRT00000097787	IKBIP	HGNC Symbol
ENSPTRG00000010033	ENSPTRT00000018412	MBD2	VGNC Symbol
ENSPTRG00000010033	ENSPTRT00000079109	MBD2	VGNC Symbol
ENSPTRG00000010033	ENSPTRT00000110750	MBD2	VGNC Symbol
ENSPTRG00000000999	ENSPTRT00000095935	MFSD14A	VGNC Symbol
ENSPTRG00000000999	ENSPTRT00000079072	MFSD14A	VGNC Symbol
ENSPTRG00000000999	ENSPTRT00000094060	MFSD14A	VGNC Symbol
ENSPTRG00000000999	ENSPTRT00000098968	MFSD14A	VGNC Symbol
ENSPTRG00000000999	ENSPTRT00000084194	MFSD14A	VGNC Symbol
ENSPTRG00000000999	ENSPTRT00000096268	MFSD14A	VGNC Symbol
ENSPTRG00000000999	ENSPTRT00000094414	MFSD14A	VGNC Symbol
ENSPTRG00000000999	ENSPTRT00000001872	MFSD14A	VGNC Symbol
ENSPTRG00000000999	ENSPTRT00000001873	MFSD14A	VGNC Symbol
ENSPTRG00000000999	ENSPTRT00000090632	MFSD14A	VGNC Symbol
ENSPTRG00000004761	ENSPTRT00000008795	GYS2	VGNC Symbol
ENSPTRG00000018764	ENSPTRT00000034646	IGF2R	VGNC Symbol
ENSPTRG00000018764	ENSPTRT00000103868	IGF2R	VGNC Symbol
ENSPTRG00000018345	ENSPTRT00000042003	CGAS	VGNC Symbol
ENSPTRG00000018345	ENSPTRT00000102404	CGAS	VGNC Symbol
ENSPTRG00000018296	ENSPTRT00000090287	FAM83B	VGNC Symbol
ENSPTRG00000018296	ENSPTRT00000033819	FAM83B	VGNC Symbol
ENSPTRG00000018296	ENSPTRT00000085290	FAM83B	VGNC Symbol
ENSPTRG00000046348	ENSPTRT00000093243	KIZ	VGNC Symbol
ENSPTRG00000046348	ENSPTRT00000096040	KIZ	VGNC Symbol
ENSPTRG00000046348	ENSPTRT00000110403	KIZ	VGNC Symbol
ENSPTRG00000046348	ENSPTRT00000104025	KIZ	VGNC Symbol
ENSPTRG00000046348	ENSPTRT00000088366	KIZ	VGNC Symbol
ENSPTRG00000010183	ENSPTRT00000086771	POLR2E	HGNC Symbol
ENSPTRG00000010183	ENSPTRT00000098770	POLR2E	HGNC Symbol
ENSPTRG00000010183	ENSPTRT00000018697	POLR2E	HGNC Symbol
ENSPTRG00000010183	ENSPTRT00000083588	POLR2E	HGNC Symbol
ENSPTRG00000047371	ENSPTRT00000099118		
ENSPTRG00000050077	ENSPTRT00000111248		
ENSPTRG00000002520	ENSPTRT00000079362	BICC1	VGNC Symbol
ENSPTRG00000002520	ENSPTRT00000092318	BICC1	VGNC Symbol
ENSPTRG00000002520	ENSPTRT00000097405	BICC1	VGNC Symbol
ENSPTRG00000002520	ENSPTRT00000004710	BICC1	VGNC Symbol
ENSPTRG00000017774	ENSPTRT00000032849	MRS2	VGNC Symbol
ENSPTRG00000017774	ENSPTRT00000103836	MRS2	VGNC Symbol
ENSPTRG00000017774	ENSPTRT00000080919	MRS2	VGNC Symbol
ENSPTRG00000017774	ENSPTRT00000090993	MRS2	VGNC Symbol
ENSPTRG00000002909	ENSPTRT00000005539	TAF5	VGNC Symbol
ENSPTRG00000002909	ENSPTRT00000095430	TAF5	VGNC Symbol
ENSPTRG00000043835	ENSPTRT00000092936		
ENSPTRG00000043047	ENSPTRT00000102692	KIR2DL1	NCBI gene
ENSPTRG00000043047	ENSPTRT00000066101	KIR2DL1	NCBI gene
ENSPTRG00000005284	ENSPTRT00000107553	POC1B	VGNC Symbol
ENSPTRG00000005284	ENSPTRT00000009714	POC1B	VGNC Symbol
ENSPTRG00000005284	ENSPTRT00000084253	POC1B	VGNC Symbol
ENSPTRG00000011763	ENSPTRT00000104728	GTF3C2	VGNC Symbol
ENSPTRG00000011763	ENSPTRT00000021905	GTF3C2	VGNC Symbol
ENSPTRG00000005529	ENSPTRT00000010148	SIRT4	VGNC Symbol
ENSPTRG00000009278	ENSPTRT00000074281	GPATCH8	VGNC Symbol
ENSPTRG00000009278	ENSPTRT00000017050	GPATCH8	VGNC Symbol
ENSPTRG00000009699	ENSPTRT00000096737	TNRC6C	VGNC Symbol
ENSPTRG00000009699	ENSPTRT00000104822	TNRC6C	VGNC Symbol
ENSPTRG00000009699	ENSPTRT00000097232	TNRC6C	VGNC Symbol
ENSPTRG00000009699	ENSPTRT00000017804	TNRC6C	VGNC Symbol
ENSPTRG00000005419	ENSPTRT00000009939	UNG	VGNC Symbol
ENSPTRG00000005419	ENSPTRT00000080139	UNG	VGNC Symbol
ENSPTRG00000017433	ENSPTRT00000032241	SLC36A2	VGNC Symbol
ENSPTRG00000017303	ENSPTRT00000032014	UBE2D2	VGNC Symbol
ENSPTRG00000017303	ENSPTRT00000081923	UBE2D2	VGNC Symbol
ENSPTRG00000003908	ENSPTRT00000007303	CST6	HGNC Symbol
ENSPTRG00000006394	ENSPTRT00000011712	TIMM9	VGNC Symbol
ENSPTRG00000018042	ENSPTRT00000033351	RGL2	VGNC Symbol
ENSPTRG00000018042	ENSPTRT00000096394	RGL2	VGNC Symbol
ENSPTRG00000028690	ENSPTRT00000055646	TTC23L	VGNC Symbol
ENSPTRG00000028690	ENSPTRT00000100163	TTC23L	VGNC Symbol
ENSPTRG00000028690	ENSPTRT00000106966	TTC23L	VGNC Symbol
ENSPTRG00000021412	ENSPTRT00000080709	LCN2	VGNC Symbol
ENSPTRG00000021412	ENSPTRT00000056205	LCN2	VGNC Symbol
ENSPTRG00000008492	ENSPTRT00000015655	FANCA	VGNC Symbol
ENSPTRG00000008492	ENSPTRT00000098546	FANCA	VGNC Symbol
ENSPTRG00000008492	ENSPTRT00000091949	FANCA	VGNC Symbol
ENSPTRG00000017421	ENSPTRT00000032225	MYOZ3	VGNC Symbol
ENSPTRG00000017421	ENSPTRT00000078637	MYOZ3	VGNC Symbol
ENSPTRG00000003804	ENSPTRT00000044516	RARRES3	VGNC Symbol
ENSPTRG00000003804	ENSPTRT00000095786	RARRES3	VGNC Symbol
ENSPTRG00000011664	ENSPTRT00000021739	NTSR2	VGNC Symbol
ENSPTRG00000022102	ENSPTRT00000087501	TAF7L	VGNC Symbol
ENSPTRG00000022102	ENSPTRT00000041168	TAF7L	VGNC Symbol
ENSPTRG00000021850	ENSPTRT00000040599	ELK1	VGNC Symbol
ENSPTRG00000021850	ENSPTRT00000080028	ELK1	VGNC Symbol
ENSPTRG00000008353	ENSPTRT00000015403	LDHD	VGNC Symbol
ENSPTRG00000007496	ENSPTRT00000013816	MEF2A	VGNC Symbol
ENSPTRG00000007496	ENSPTRT00000085084	MEF2A	VGNC Symbol
ENSPTRG00000007496	ENSPTRT00000094480	MEF2A	VGNC Symbol
ENSPTRG00000007496	ENSPTRT00000087045	MEF2A	VGNC Symbol
ENSPTRG00000010523	ENSPTRT00000019417	ZNF625	VGNC Symbol
ENSPTRG00000002379	ENSPTRT00000004369	MASTL	VGNC Symbol
ENSPTRG00000002379	ENSPTRT00000102665	MASTL	VGNC Symbol
ENSPTRG00000034312	ENSPTRT00000064076	ZNF705G	HGNC Symbol
ENSPTRG00000045093	ENSPTRT00000081078		
ENSPTRG00000010695	ENSPTRT00000019724	IFI30	VGNC Symbol
ENSPTRG00000010695	ENSPTRT00000077882	IFI30	VGNC Symbol
ENSPTRG00000040264	ENSPTRT00000099917		
ENSPTRG00000040264	ENSPTRT00000073698		
ENSPTRG00000045941	ENSPTRT00000080361		
ENSPTRG00000003230	ENSPTRT00000006167		
ENSPTRG00000011962	ENSPTRT00000022264	XPO1	VGNC Symbol
ENSPTRG00000029559	ENSPTRT00000057099	C12H12orf73	VGNC Symbol
ENSPTRG00000029559	ENSPTRT00000099392	C12H12orf73	VGNC Symbol
ENSPTRG00000029559	ENSPTRT00000096320	C12H12orf73	VGNC Symbol
ENSPTRG00000047012	ENSPTRT00000079204		
ENSPTRG00000012170	ENSPTRT00000081845	THNSL2	VGNC Symbol
ENSPTRG00000012170	ENSPTRT00000022618	THNSL2	VGNC Symbol
ENSPTRG00000012170	ENSPTRT00000089895	THNSL2	VGNC Symbol
ENSPTRG00000012170	ENSPTRT00000090707	THNSL2	VGNC Symbol
ENSPTRG00000012170	ENSPTRT00000111072	THNSL2	VGNC Symbol
ENSPTRG00000002400	ENSPTRT00000004410	MAP3K8	VGNC Symbol
ENSPTRG00000015844	ENSPTRT00000048052	MXD4	VGNC Symbol
ENSPTRG00000015844	ENSPTRT00000082310	MXD4	VGNC Symbol
ENSPTRG00000015996	ENSPTRT00000029837	UGDH	VGNC Symbol
ENSPTRG00000015996	ENSPTRT00000096517	UGDH	VGNC Symbol
ENSPTRG00000018985	ENSPTRT00000035102	MALSU1	VGNC Symbol
ENSPTRG00000015213	ENSPTRT00000028438	C3H3orf52	VGNC Symbol
ENSPTRG00000015213	ENSPTRT00000078662	C3H3orf52	VGNC Symbol
ENSPTRG00000001573	ENSPTRT00000058623	USP21	VGNC Symbol
ENSPTRG00000009046	ENSPTRT00000016665	GGNBP2	VGNC Symbol
ENSPTRG00000009046	ENSPTRT00000103663	GGNBP2	VGNC Symbol
ENSPTRG00000009046	ENSPTRT00000079830	GGNBP2	VGNC Symbol
ENSPTRG00000011255	ENSPTRT00000020910	IZUMO1	VGNC Symbol
ENSPTRG00000033679	ENSPTRT00000064568	IFRD2	VGNC Symbol
ENSPTRG00000015452	ENSPTRT00000088044	PIK3CB	VGNC Symbol
ENSPTRG00000015452	ENSPTRT00000028846	PIK3CB	VGNC Symbol
ENSPTRG00000022439	ENSPTRT00000045155	LAGE3	VGNC Symbol
ENSPTRG00000002346	ENSPTRT00000095165	MLLT10	VGNC Symbol
ENSPTRG00000002346	ENSPTRT00000088888	MLLT10	VGNC Symbol
ENSPTRG00000002346	ENSPTRT00000004313	MLLT10	VGNC Symbol
ENSPTRG00000002346	ENSPTRT00000086826	MLLT10	VGNC Symbol
ENSPTRG00000002346	ENSPTRT00000085603	MLLT10	VGNC Symbol
ENSPTRG00000003869	ENSPTRT00000007233	CAPN1	VGNC Symbol
ENSPTRG00000003869	ENSPTRT00000107107	CAPN1	VGNC Symbol
ENSPTRG00000003869	ENSPTRT00000082353	CAPN1	VGNC Symbol
ENSPTRG00000001895	ENSPTRT00000003448	DSTYK	VGNC Symbol
ENSPTRG00000001895	ENSPTRT00000107939	DSTYK	VGNC Symbol
ENSPTRG00000006525	ENSPTRT00000078756	ZNF410	VGNC Symbol
ENSPTRG00000006525	ENSPTRT00000011964	ZNF410	VGNC Symbol
ENSPTRG00000006525	ENSPTRT00000086368	ZNF410	VGNC Symbol
ENSPTRG00000006525	ENSPTRT00000087983	ZNF410	VGNC Symbol
ENSPTRG00000006525	ENSPTRT00000077072	ZNF410	VGNC Symbol
ENSPTRG00000001932	ENSPTRT00000003543	CD34	VGNC Symbol
ENSPTRG00000001932	ENSPTRT00000098137	CD34	VGNC Symbol
ENSPTRG00000047469	ENSPTRT00000108635	KCND2	VGNC Symbol
ENSPTRG00000000353	ENSPTRT00000000698	RSRP1	VGNC Symbol
ENSPTRG00000000353	ENSPTRT00000101733	RSRP1	VGNC Symbol
ENSPTRG00000047319	ENSPTRT00000109838	SH3BGRL3	VGNC Symbol
ENSPTRG00000002697	ENSPTRT00000108699	CCSER2	VGNC Symbol
ENSPTRG00000002697	ENSPTRT00000043599	CCSER2	VGNC Symbol
ENSPTRG00000002697	ENSPTRT00000090799	CCSER2	VGNC Symbol
ENSPTRG00000002697	ENSPTRT00000094330	CCSER2	VGNC Symbol
ENSPTRG00000034340	ENSPTRT00000031492	ARHGEF28	VGNC Symbol
ENSPTRG00000034340	ENSPTRT00000077999	ARHGEF28	VGNC Symbol
ENSPTRG00000034340	ENSPTRT00000088121	ARHGEF28	VGNC Symbol
ENSPTRG00000034340	ENSPTRT00000085187	ARHGEF28	VGNC Symbol
ENSPTRG00000003297	ENSPTRT00000006259	RRP8	VGNC Symbol
ENSPTRG00000003297	ENSPTRT00000089182	RRP8	VGNC Symbol
ENSPTRG00000045421	ENSPTRT00000103566		
ENSPTRG00000008103	ENSPTRT00000096001	BRD7	VGNC Symbol
ENSPTRG00000008103	ENSPTRT00000014938	BRD7	VGNC Symbol
ENSPTRG00000048943	ENSPTRT00000099426	NPHP4	VGNC Symbol
ENSPTRG00000048943	ENSPTRT00000093628	NPHP4	VGNC Symbol
ENSPTRG00000048943	ENSPTRT00000083231	NPHP4	VGNC Symbol
ENSPTRG00000023880	ENSPTRT00000019628	HSH2D	VGNC Symbol
ENSPTRG00000023880	ENSPTRT00000088137	HSH2D	VGNC Symbol
ENSPTRG00000008553	ENSPTRT00000103808	RAP1GAP2	VGNC Symbol
ENSPTRG00000008553	ENSPTRT00000015783	RAP1GAP2	VGNC Symbol
ENSPTRG00000008553	ENSPTRT00000078942	RAP1GAP2	VGNC Symbol
ENSPTRG00000010424	ENSPTRT00000019160	HNRNPM	VGNC Symbol
ENSPTRG00000010424	ENSPTRT00000084177	HNRNPM	VGNC Symbol
ENSPTRG00000010424	ENSPTRT00000104773	HNRNPM	VGNC Symbol
ENSPTRG00000010424	ENSPTRT00000108435	HNRNPM	VGNC Symbol
ENSPTRG00000010424	ENSPTRT00000094819	HNRNPM	VGNC Symbol
ENSPTRG00000010424	ENSPTRT00000082884	HNRNPM	VGNC Symbol
ENSPTRG00000004128	ENSPTRT00000082182	ANKRD42	VGNC Symbol
ENSPTRG00000004128	ENSPTRT00000083211	ANKRD42	VGNC Symbol
ENSPTRG00000004128	ENSPTRT00000106340	ANKRD42	VGNC Symbol
ENSPTRG00000004128	ENSPTRT00000007693	ANKRD42	VGNC Symbol
ENSPTRG00000004128	ENSPTRT00000101957	ANKRD42	VGNC Symbol
ENSPTRG00000004128	ENSPTRT00000105395	ANKRD42	VGNC Symbol
ENSPTRG00000052697	ENSPTRT00000072767		
ENSPTRG00000052697	ENSPTRT00000085255		
ENSPTRG00000016522	ENSPTRT00000094567	TRIM2	VGNC Symbol
ENSPTRG00000016522	ENSPTRT00000084682	TRIM2	VGNC Symbol
ENSPTRG00000016522	ENSPTRT00000079001	TRIM2	VGNC Symbol
ENSPTRG00000016522	ENSPTRT00000045787	TRIM2	VGNC Symbol
ENSPTRG00000016522	ENSPTRT00000084667	TRIM2	VGNC Symbol
ENSPTRG00000017079	ENSPTRT00000031642	SLF1	VGNC Symbol
ENSPTRG00000000659	ENSPTRT00000001259	RPS8	VGNC Symbol
ENSPTRG00000028481	ENSPTRT00000055341	EIF4E1B	VGNC Symbol
ENSPTRG00000005663	ENSPTRT00000101304	ZNF268	VGNC Symbol
ENSPTRG00000005663	ENSPTRT00000085333	ZNF268	VGNC Symbol
ENSPTRG00000005663	ENSPTRT00000110018	ZNF268	VGNC Symbol
ENSPTRG00000005663	ENSPTRT00000010435	ZNF268	VGNC Symbol
ENSPTRG00000005663	ENSPTRT00000091076	ZNF268	VGNC Symbol
ENSPTRG00000005663	ENSPTRT00000065676	ZNF268	VGNC Symbol
ENSPTRG00000005663	ENSPTRT00000099540	ZNF268	VGNC Symbol
ENSPTRG00000016024	ENSPTRT00000029879	GABRG1	VGNC Symbol
ENSPTRG00000046171	ENSPTRT00000006757		
ENSPTRG00000046171	ENSPTRT00000088318		
ENSPTRG00000048353	ENSPTRT00000100806	ACTA2	HGNC Symbol
ENSPTRG00000048353	ENSPTRT00000102539	ACTA2	HGNC Symbol
ENSPTRG00000048353	ENSPTRT00000107645	ACTA2	HGNC Symbol
ENSPTRG00000001144	ENSPTRT00000002136	TSHB	VGNC Symbol
ENSPTRG00000051910	ENSPTRT00000094802		
ENSPTRG00000051910	ENSPTRT00000086669		
ENSPTRG00000051910	ENSPTRT00000109111		
ENSPTRG00000007980	ENSPTRT00000014727	DOC2A	VGNC Symbol
ENSPTRG00000004775	ENSPTRT00000101699	KRAS	VGNC Symbol
ENSPTRG00000004775	ENSPTRT00000008819	KRAS	VGNC Symbol
ENSPTRG00000004775	ENSPTRT00000082725	KRAS	VGNC Symbol
ENSPTRG00000004775	ENSPTRT00000090733	KRAS	VGNC Symbol
ENSPTRG00000010692	ENSPTRT00000019719	IL12RB1	VGNC Symbol
ENSPTRG00000010692	ENSPTRT00000092906	IL12RB1	VGNC Symbol
ENSPTRG00000048659	ENSPTRT00000103049		
ENSPTRG00000003834	ENSPTRT00000007150	TRMT112	HGNC Symbol
ENSPTRG00000014297	ENSPTRT00000026711	TOM1	VGNC Symbol
ENSPTRG00000014297	ENSPTRT00000076994	TOM1	VGNC Symbol
ENSPTRG00000014297	ENSPTRT00000103330	TOM1	VGNC Symbol
ENSPTRG00000014297	ENSPTRT00000107721	TOM1	VGNC Symbol
ENSPTRG00000014297	ENSPTRT00000078627	TOM1	VGNC Symbol
ENSPTRG00000014676	ENSPTRT00000027456	TBC1D5	VGNC Symbol
ENSPTRG00000014676	ENSPTRT00000109320	TBC1D5	VGNC Symbol
ENSPTRG00000014676	ENSPTRT00000092399	TBC1D5	VGNC Symbol
ENSPTRG00000014676	ENSPTRT00000087692	TBC1D5	VGNC Symbol
ENSPTRG00000014676	ENSPTRT00000099409	TBC1D5	VGNC Symbol
ENSPTRG00000012300	ENSPTRT00000022831	IL1RL2	VGNC Symbol
ENSPTRG00000022460	ENSPTRT00000102059	VBP1	VGNC Symbol
ENSPTRG00000022460	ENSPTRT00000041936	VBP1	VGNC Symbol
ENSPTRG00000016320	ENSPTRT00000030367	NFKB1	VGNC Symbol
ENSPTRG00000029753	ENSPTRT00000057483		
ENSPTRG00000014966	ENSPTRT00000028012	HEMK1	VGNC Symbol
ENSPTRG00000048458	ENSPTRT00000088251		
ENSPTRG00000048458	ENSPTRT00000096259		
ENSPTRG00000011293	ENSPTRT00000020993	CCDC155	VGNC Symbol
ENSPTRG00000011293	ENSPTRT00000088813	CCDC155	VGNC Symbol
ENSPTRG00000020594	ENSPTRT00000038083	KCNQ3	VGNC Symbol
ENSPTRG00000020594	ENSPTRT00000095415	KCNQ3	VGNC Symbol
ENSPTRG00000020594	ENSPTRT00000110620	KCNQ3	VGNC Symbol
ENSPTRG00000011825	ENSPTRT00000022009	FAM98A	VGNC Symbol
ENSPTRG00000028903	ENSPTRT00000019902	ZNF616	VGNC Symbol
ENSPTRG00000028903	ENSPTRT00000029493	ZNF616	VGNC Symbol
ENSPTRG00000028903	ENSPTRT00000095338	ZNF616	VGNC Symbol
ENSPTRG00000021017	ENSPTRT00000038868	ABHD17B	VGNC Symbol
ENSPTRG00000020804	ENSPTRT00000038503	ACER2	VGNC Symbol
ENSPTRG00000008748	ENSPTRT00000016106	SPDYE4	VGNC Symbol
ENSPTRG00000017074	ENSPTRT00000031634	FAM172A	VGNC Symbol
ENSPTRG00000017074	ENSPTRT00000100297	FAM172A	VGNC Symbol
ENSPTRG00000017074	ENSPTRT00000097322	FAM172A	VGNC Symbol
ENSPTRG00000017074	ENSPTRT00000097268	FAM172A	VGNC Symbol
ENSPTRG00000018770	ENSPTRT00000034657	LPA	VGNC Symbol
ENSPTRG00000004396	ENSPTRT00000008155	TECTA	VGNC Symbol
ENSPTRG00000004396	ENSPTRT00000090041	TECTA	VGNC Symbol
ENSPTRG00000009966	ENSPTRT00000078591	ZNF397	VGNC Symbol
ENSPTRG00000009966	ENSPTRT00000043210	ZNF397	VGNC Symbol
ENSPTRG00000009966	ENSPTRT00000082049	ZNF397	VGNC Symbol
ENSPTRG00000009966	ENSPTRT00000082746	ZNF397	VGNC Symbol
ENSPTRG00000011413	ENSPTRT00000021237	ZNF468	VGNC Symbol
ENSPTRG00000011413	ENSPTRT00000098517	ZNF468	VGNC Symbol
ENSPTRG00000007540	ENSPTRT00000013897	TMEM8A	VGNC Symbol
ENSPTRG00000044946	ENSPTRT00000107180		
ENSPTRG00000021888	ENSPTRT00000040670	CACNA1F	VGNC Symbol
ENSPTRG00000021888	ENSPTRT00000108101	CACNA1F	VGNC Symbol
ENSPTRG00000051052	ENSPTRT00000101447		
ENSPTRG00000011858	ENSPTRT00000022066	MAP4K3	VGNC Symbol
ENSPTRG00000011858	ENSPTRT00000103562	MAP4K3	VGNC Symbol
ENSPTRG00000011858	ENSPTRT00000089248	MAP4K3	VGNC Symbol
ENSPTRG00000011858	ENSPTRT00000089566	MAP4K3	VGNC Symbol
ENSPTRG00000011858	ENSPTRT00000102462	MAP4K3	VGNC Symbol
ENSPTRG00000021537	ENSPTRT00000039902	MRPS2	VGNC Symbol
ENSPTRG00000034465	ENSPTRT00000056333	GIMAP1	VGNC Symbol
ENSPTRG00000034465	ENSPTRT00000055129	GIMAP1	VGNC Symbol
ENSPTRG00000034465	ENSPTRT00000092390	GIMAP1	VGNC Symbol
ENSPTRG00000005692	ENSPTRT00000010491	SAP18	VGNC Symbol
ENSPTRG00000049584	ENSPTRT00000104412		
ENSPTRG00000020808	ENSPTRT00000078137	MLLT3	VGNC Symbol
ENSPTRG00000020808	ENSPTRT00000038509	MLLT3	VGNC Symbol
ENSPTRG00000020808	ENSPTRT00000107730	MLLT3	VGNC Symbol
ENSPTRG00000046688	ENSPTRT00000106191		
ENSPTRG00000049515	ENSPTRT00000080714		
ENSPTRG00000008048	ENSPTRT00000047778	TGFB1I1	VGNC Symbol
ENSPTRG00000008048	ENSPTRT00000103649	TGFB1I1	VGNC Symbol
ENSPTRG00000008048	ENSPTRT00000110559	TGFB1I1	VGNC Symbol
ENSPTRG00000003140	ENSPTRT00000005998	CD151	VGNC Symbol
ENSPTRG00000048456	ENSPTRT00000090405		
ENSPTRG00000000450	ENSPTRT00000000880	LAPTM5	VGNC Symbol
ENSPTRG00000016165	ENSPTRT00000030097	EPGN	VGNC Symbol
ENSPTRG00000016165	ENSPTRT00000089981	EPGN	VGNC Symbol
ENSPTRG00000016165	ENSPTRT00000091224	EPGN	VGNC Symbol
ENSPTRG00000013718	ENSPTRT00000025584	NTSR1	VGNC Symbol
ENSPTRG00000020836	ENSPTRT00000038552	EQTN	VGNC Symbol
ENSPTRG00000020836	ENSPTRT00000093112	EQTN	VGNC Symbol
ENSPTRG00000031172	ENSPTRT00000094475	TECRL	VGNC Symbol
ENSPTRG00000031172	ENSPTRT00000111187	TECRL	VGNC Symbol
ENSPTRG00000031172	ENSPTRT00000060166	TECRL	VGNC Symbol
ENSPTRG00000015785	ENSPTRT00000029431	CEP19	VGNC Symbol
ENSPTRG00000015785	ENSPTRT00000079278	CEP19	VGNC Symbol
ENSPTRG00000015785	ENSPTRT00000090957	CEP19	VGNC Symbol
ENSPTRG00000010246	ENSPTRT00000075920	ZNF555	VGNC Symbol
ENSPTRG00000006565	ENSPTRT00000012046	GPATCH2L	VGNC Symbol
ENSPTRG00000006565	ENSPTRT00000111018	GPATCH2L	VGNC Symbol
ENSPTRG00000043771	ENSPTRT00000099022		
ENSPTRG00000022314	ENSPTRT00000041625	BRS3	VGNC Symbol
ENSPTRG00000031409	ENSPTRT00000110679	SLC19A1	VGNC Symbol
ENSPTRG00000031409	ENSPTRT00000082991	SLC19A1	VGNC Symbol
ENSPTRG00000031409	ENSPTRT00000060536	SLC19A1	VGNC Symbol
ENSPTRG00000046937	ENSPTRT00000030627		
ENSPTRG00000010857	ENSPTRT00000020101	ZBTB32	VGNC Symbol
ENSPTRG00000051163	ENSPTRT00000089265		
ENSPTRG00000006762	ENSPTRT00000012471	ZFYVE21	VGNC Symbol
ENSPTRG00000006762	ENSPTRT00000110380	ZFYVE21	VGNC Symbol
ENSPTRG00000013893	ENSPTRT00000002381	PSMD4	VGNC Symbol
ENSPTRG00000013893	ENSPTRT00000087887	PSMD4	VGNC Symbol
ENSPTRG00000013893	ENSPTRT00000088081	PSMD4	VGNC Symbol
ENSPTRG00000013893	ENSPTRT00000076765	PSMD4	VGNC Symbol
ENSPTRG00000002258	ENSPTRT00000048138	TASOR2	VGNC Symbol
ENSPTRG00000002258	ENSPTRT00000111058	TASOR2	VGNC Symbol
ENSPTRG00000004748	ENSPTRT00000045962	PDE3A	VGNC Symbol
ENSPTRG00000019395	ENSPTRT00000035899	GATAD1	VGNC Symbol
ENSPTRG00000016994	ENSPTRT00000078454	HMGCR	VGNC Symbol
ENSPTRG00000016994	ENSPTRT00000031507	HMGCR	VGNC Symbol
ENSPTRG00000047359	ENSPTRT00000106346		
ENSPTRG00000049141	ENSPTRT00000106865		
ENSPTRG00000014290	ENSPTRT00000026695	FBXO7	VGNC Symbol
ENSPTRG00000014290	ENSPTRT00000100539	FBXO7	VGNC Symbol
ENSPTRG00000007836	ENSPTRT00000014443	KNOP1	VGNC Symbol
ENSPTRG00000010572	ENSPTRT00000092128	PODNL1	VGNC Symbol
ENSPTRG00000010572	ENSPTRT00000080292	PODNL1	VGNC Symbol
ENSPTRG00000010572	ENSPTRT00000086219	PODNL1	VGNC Symbol
ENSPTRG00000010572	ENSPTRT00000019496	PODNL1	VGNC Symbol
ENSPTRG00000012094	ENSPTRT00000022492	PCGF1	VGNC Symbol
ENSPTRG00000012094	ENSPTRT00000101381	PCGF1	VGNC Symbol
ENSPTRG00000015204	ENSPTRT00000108938	NECTIN3	VGNC Symbol
ENSPTRG00000015204	ENSPTRT00000028426	NECTIN3	VGNC Symbol
ENSPTRG00000052656	ENSPTRT00000088045		
ENSPTRG00000003982	ENSPTRT00000007429	C11H11orf24	VGNC Symbol
ENSPTRG00000003982	ENSPTRT00000109502	C11H11orf24	VGNC Symbol
ENSPTRG00000003284	ENSPTRT00000006237	CAVIN3	VGNC Symbol
ENSPTRG00000003284	ENSPTRT00000106842	CAVIN3	VGNC Symbol
ENSPTRG00000049324	ENSPTRT00000101177	MINAR2	VGNC Symbol
ENSPTRG00000028235	ENSPTRT00000054939		
ENSPTRG00000048998	ENSPTRT00000086629		
ENSPTRG00000017548	ENSPTRT00000032436	MSX2	VGNC Symbol
ENSPTRG00000004247	ENSPTRT00000007921	ACAT1	VGNC Symbol
ENSPTRG00000004247	ENSPTRT00000092043	ACAT1	VGNC Symbol
ENSPTRG00000004247	ENSPTRT00000077702	ACAT1	VGNC Symbol
ENSPTRG00000021421	ENSPTRT00000084353	SWI5	VGNC Symbol
ENSPTRG00000021421	ENSPTRT00000039635	SWI5	VGNC Symbol
ENSPTRG00000028383	ENSPTRT00000055170	WEE2	VGNC Symbol
ENSPTRG00000020336	ENSPTRT00000037657	LACTB2	VGNC Symbol
ENSPTRG00000020584	ENSPTRT00000038067	GSDMC	VGNC Symbol
ENSPTRG00000048037	ENSPTRT00000087459		
