Gene stable ID	Transcript stable ID	Gene name	Source of gene name
ENSPTRG00000015601	ENSPTRT00000089523	MECOM	VGNC Symbol
ENSPTRG00000015601	ENSPTRT00000029094	MECOM	VGNC Symbol
ENSPTRG00000015601	ENSPTRT00000105943	MECOM	VGNC Symbol
ENSPTRG00000015601	ENSPTRT00000106272	MECOM	VGNC Symbol
ENSPTRG00000015601	ENSPTRT00000082129	MECOM	VGNC Symbol
ENSPTRG00000042780	ENSPTRT00000082601		
ENSPTRG00000028710	ENSPTRT00000055688	GAPT	VGNC Symbol
ENSPTRG00000029168	ENSPTRT00000056374	TNFAIP8L1	VGNC Symbol
ENSPTRG00000050431	ENSPTRT00000061771	OR1J2	VGNC Symbol
ENSPTRG00000044039	ENSPTRT00000102934		
ENSPTRG00000044208	ENSPTRT00000104683	SMIM10L2B	HGNC Symbol
ENSPTRG00000009492	ENSPTRT00000017397	NACA2	VGNC Symbol
ENSPTRG00000049081	ENSPTRT00000101647		
ENSPTRG00000033325	ENSPTRT00000063338	RF00181	RFAM
ENSPTRG00000051419	ENSPTRT00000074563	OR2H1	HGNC Symbol
ENSPTRG00000022807	ENSPTRT00000008190	OR10D3	VGNC Symbol
ENSPTRG00000046254	ENSPTRT00000099641		
ENSPTRG00000000801	ENSPTRT00000001512	C1H1orf87	VGNC Symbol
ENSPTRG00000000801	ENSPTRT00000102457	C1H1orf87	VGNC Symbol
ENSPTRG00000001137	ENSPTRT00000065874	DENND2C	VGNC Symbol
ENSPTRG00000001137	ENSPTRT00000093386	DENND2C	VGNC Symbol
ENSPTRG00000001137	ENSPTRT00000089810	DENND2C	VGNC Symbol
ENSPTRG00000001137	ENSPTRT00000084527	DENND2C	VGNC Symbol
ENSPTRG00000044950	ENSPTRT00000111225	ASCL2	VGNC Symbol
ENSPTRG00000000152	ENSPTRT00000000341	C1H1orf167	VGNC Symbol
ENSPTRG00000029193	ENSPTRT00000047507	FOXE1	VGNC Symbol
ENSPTRG00000022277	ENSPTRT00000041549	STK26	VGNC Symbol
ENSPTRG00000022277	ENSPTRT00000108251	STK26	VGNC Symbol
ENSPTRG00000022277	ENSPTRT00000101787	STK26	VGNC Symbol
ENSPTRG00000022277	ENSPTRT00000076933	STK26	VGNC Symbol
ENSPTRG00000022277	ENSPTRT00000108328	STK26	VGNC Symbol
ENSPTRG00000022277	ENSPTRT00000107684	STK26	VGNC Symbol
ENSPTRG00000020574	ENSPTRT00000038056	NSMCE2	VGNC Symbol
ENSPTRG00000016870	ENSPTRT00000031289	GZMK	VGNC Symbol
ENSPTRG00000003651	ENSPTRT00000006840	APLNR	VGNC Symbol
ENSPTRG00000051659	ENSPTRT00000076659	KAAG1	HGNC Symbol
ENSPTRG00000050225	ENSPTRT00000015798	PTOR1E2	NCBI gene
ENSPTRG00000012855	ENSPTRT00000023843	FZD5	VGNC Symbol
ENSPTRG00000015616	ENSPTRT00000089490	SKIL	VGNC Symbol
ENSPTRG00000015616	ENSPTRT00000029117	SKIL	VGNC Symbol
ENSPTRG00000015616	ENSPTRT00000109575	SKIL	VGNC Symbol
ENSPTRG00000050552	ENSPTRT00000098193		
ENSPTRG00000011145	ENSPTRT00000077438	MARK4	VGNC Symbol
ENSPTRG00000011145	ENSPTRT00000026036	MARK4	VGNC Symbol
ENSPTRG00000011145	ENSPTRT00000110766	MARK4	VGNC Symbol
ENSPTRG00000011145	ENSPTRT00000095710	MARK4	VGNC Symbol
ENSPTRG00000011145	ENSPTRT00000096387	MARK4	VGNC Symbol
ENSPTRG00000011145	ENSPTRT00000081458	MARK4	VGNC Symbol
ENSPTRG00000021829	ENSPTRT00000107584	ZNF674	VGNC Symbol
ENSPTRG00000021829	ENSPTRT00000040552	ZNF674	VGNC Symbol
ENSPTRG00000021829	ENSPTRT00000077576	ZNF674	VGNC Symbol
ENSPTRG00000047930	ENSPTRT00000078814	RF00003	RFAM
ENSPTRG00000050907	ENSPTRT00000097798	SOX7	HGNC Symbol
ENSPTRG00000046989	ENSPTRT00000091734	GPR12	VGNC Symbol
ENSPTRG00000010807	ENSPTRT00000019999	SLC7A10	VGNC Symbol
ENSPTRG00000010807	ENSPTRT00000108323	SLC7A10	VGNC Symbol
ENSPTRG00000010807	ENSPTRT00000096906	SLC7A10	VGNC Symbol
ENSPTRG00000018611	ENSPTRT00000034368	TAAR5	VGNC Symbol
ENSPTRG00000004414	ENSPTRT00000008182		
ENSPTRG00000043214	ENSPTRT00000097010	SMCO3	VGNC Symbol
ENSPTRG00000000592	ENSPTRT00000001133	EXO5	VGNC Symbol
ENSPTRG00000013071	ENSPTRT00000024241	ACKR3	VGNC Symbol
ENSPTRG00000051809	ENSPTRT00000097570		
ENSPTRG00000049419	ENSPTRT00000109022		
ENSPTRG00000015931	ENSPTRT00000029737	FGFBP1	VGNC Symbol
ENSPTRG00000009860	ENSPTRT00000018112	PPP4R1	VGNC Symbol
ENSPTRG00000009860	ENSPTRT00000072886	PPP4R1	VGNC Symbol
ENSPTRG00000045825	ENSPTRT00000094304		
ENSPTRG00000050013	ENSPTRT00000078071		
ENSPTRG00000017335	ENSPTRT00000032075	PCDHB6	NCBI gene
ENSPTRG00000052147	ENSPTRT00000090133		
ENSPTRG00000017858	ENSPTRT00000032967	HIST1H1B	VGNC Symbol
ENSPTRG00000009423	ENSPTRT00000059662	STXBP4	VGNC Symbol
ENSPTRG00000009423	ENSPTRT00000088700	STXBP4	VGNC Symbol
ENSPTRG00000045253	ENSPTRT00000098861		
ENSPTRG00000052200	ENSPTRT00000096322		
ENSPTRG00000034043	ENSPTRT00000067416	GJA9	VGNC Symbol
ENSPTRG00000039309	ENSPTRT00000074194		
ENSPTRG00000024907	ENSPTRT00000051577	RF00213	RFAM
ENSPTRG00000052251	ENSPTRT00000096291		
ENSPTRG00000001940	ENSPTRT00000003554	C1H1orf74	VGNC Symbol
ENSPTRG00000047549	ENSPTRT00000090571		
ENSPTRG00000047549	ENSPTRT00000106283		
ENSPTRG00000047549	ENSPTRT00000084488		
ENSPTRG00000047549	ENSPTRT00000103603		
ENSPTRG00000047549	ENSPTRT00000083244		
ENSPTRG00000047549	ENSPTRT00000082999		
ENSPTRG00000047549	ENSPTRT00000087539		
ENSPTRG00000029832	ENSPTRT00000057630	SOX4	VGNC Symbol
ENSPTRG00000042745	ENSPTRT00000085865		
ENSPTRG00000015172	ENSPTRT00000028370	PCNP	VGNC Symbol
ENSPTRG00000015172	ENSPTRT00000076419	PCNP	VGNC Symbol
ENSPTRG00000010739	ENSPTRT00000019809	GATAD2A	VGNC Symbol
ENSPTRG00000010739	ENSPTRT00000096107	GATAD2A	VGNC Symbol
ENSPTRG00000044615	ENSPTRT00000108896		
ENSPTRG00000052827	ENSPTRT00000094593		
ENSPTRG00000038867	ENSPTRT00000072791		
ENSPTRG00000028314	ENSPTRT00000055064	CBLL2	VGNC Symbol
ENSPTRG00000028227	ENSPTRT00000054930	RAB9B	VGNC Symbol
ENSPTRG00000013915	ENSPTRT00000025953	WRB	VGNC Symbol
ENSPTRG00000013344	ENSPTRT00000024791	ZNF337	VGNC Symbol
ENSPTRG00000013344	ENSPTRT00000084388	ZNF337	VGNC Symbol
ENSPTRG00000004424	ENSPTRT00000055150	TBRG1	VGNC Symbol
ENSPTRG00000004424	ENSPTRT00000108566	TBRG1	VGNC Symbol
ENSPTRG00000004424	ENSPTRT00000087677	TBRG1	VGNC Symbol
ENSPTRG00000004424	ENSPTRT00000107714	TBRG1	VGNC Symbol
ENSPTRG00000018145	ENSPTRT00000033547	OARD1	VGNC Symbol
ENSPTRG00000018145	ENSPTRT00000092187	OARD1	VGNC Symbol
ENSPTRG00000018145	ENSPTRT00000084692	OARD1	VGNC Symbol
ENSPTRG00000048355	ENSPTRT00000088064		
ENSPTRG00000048654	ENSPTRT00000097514	PNMA8C	HGNC Symbol
ENSPTRG00000002975	ENSPTRT00000005673	ENO4	VGNC Symbol
ENSPTRG00000002975	ENSPTRT00000101851	ENO4	VGNC Symbol
ENSPTRG00000002975	ENSPTRT00000103240	ENO4	VGNC Symbol
ENSPTRG00000002975	ENSPTRT00000081779	ENO4	VGNC Symbol
ENSPTRG00000002975	ENSPTRT00000077976	ENO4	VGNC Symbol
ENSPTRG00000044416	ENSPTRT00000091926		
ENSPTRG00000041431	ENSPTRT00000075085	KRTAP25-1	VGNC Symbol
ENSPTRG00000013053	ENSPTRT00000098702	DGKD	VGNC Symbol
ENSPTRG00000013053	ENSPTRT00000024204	DGKD	VGNC Symbol
ENSPTRG00000013053	ENSPTRT00000099241	DGKD	VGNC Symbol
ENSPTRG00000042942	ENSPTRT00000106522	RF00003	RFAM
ENSPTRG00000051376	ENSPTRT00000087293	CDC42EP2	VGNC Symbol
ENSPTRG00000044446	ENSPTRT00000019613	OR10H3	VGNC Symbol
ENSPTRG00000020025	ENSPTRT00000037101	FGL1	VGNC Symbol
ENSPTRG00000018710	ENSPTRT00000034536		
ENSPTRG00000014931	ENSPTRT00000027942	AMIGO3	VGNC Symbol
ENSPTRG00000049567	ENSPTRT00000081338		
ENSPTRG00000049164	ENSPTRT00000092915		
ENSPTRG00000048952	ENSPTRT00000080262		
ENSPTRG00000008047	ENSPTRT00000087791	ZNF843	VGNC Symbol
ENSPTRG00000008047	ENSPTRT00000014847	ZNF843	VGNC Symbol
ENSPTRG00000052366	ENSPTRT00000107124		
ENSPTRG00000004190	ENSPTRT00000007818	KDM4D	VGNC Symbol
ENSPTRG00000044316	ENSPTRT00000103881		
ENSPTRG00000019339	ENSPTRT00000035785	TMEM60	VGNC Symbol
ENSPTRG00000028300	ENSPTRT00000055044	FAM47C	VGNC Symbol
ENSPTRG00000050849	ENSPTRT00000086998		
ENSPTRG00000050562	ENSPTRT00000101837	ZNF436	VGNC Symbol
ENSPTRG00000047181	ENSPTRT00000087310	APOBEC4	VGNC Symbol
ENSPTRG00000021600	ENSPTRT00000040034	TPRN	VGNC Symbol
ENSPTRG00000020168	ENSPTRT00000037360	STAR	VGNC Symbol
ENSPTRG00000045494	ENSPTRT00000100786	UBXN10	VGNC Symbol
ENSPTRG00000004442	ENSPTRT00000008224	FEZ1	VGNC Symbol
ENSPTRG00000004442	ENSPTRT00000109113	FEZ1	VGNC Symbol
ENSPTRG00000043966	ENSPTRT00000086633		
ENSPTRG00000049530	ENSPTRT00000102567		
ENSPTRG00000046996	ENSPTRT00000076791		
ENSPTRG00000014402	ENSPTRT00000026916	ENTHD1	VGNC Symbol
ENSPTRG00000006738	ENSPTRT00000097130	MOK	VGNC Symbol
ENSPTRG00000006738	ENSPTRT00000012413	MOK	VGNC Symbol
ENSPTRG00000006738	ENSPTRT00000085273	MOK	VGNC Symbol
ENSPTRG00000006738	ENSPTRT00000081690	MOK	VGNC Symbol
ENSPTRG00000006738	ENSPTRT00000081567	MOK	VGNC Symbol
ENSPTRG00000006738	ENSPTRT00000110825	MOK	VGNC Symbol
ENSPTRG00000002934	ENSPTRT00000095226	XPNPEP1	VGNC Symbol
ENSPTRG00000002934	ENSPTRT00000005590	XPNPEP1	VGNC Symbol
ENSPTRG00000002934	ENSPTRT00000080680	XPNPEP1	VGNC Symbol
ENSPTRG00000002934	ENSPTRT00000110463	XPNPEP1	VGNC Symbol
ENSPTRG00000048968	ENSPTRT00000096095		
ENSPTRG00000022586	ENSPTRT00000021200	ZNF613	VGNC Symbol
ENSPTRG00000017334	ENSPTRT00000032074	PCDHB5	NCBI gene
ENSPTRG00000051703	ENSPTRT00000104977		
ENSPTRG00000048402	ENSPTRT00000105301	MUSTN1	HGNC Symbol
ENSPTRG00000048402	ENSPTRT00000028121	MUSTN1	HGNC Symbol
ENSPTRG00000030788	ENSPTRT00000059574	ZFHX2	VGNC Symbol
ENSPTRG00000030788	ENSPTRT00000080024	ZFHX2	VGNC Symbol
ENSPTRG00000003028	ENSPTRT00000005772	OAT	VGNC Symbol
ENSPTRG00000046993	ENSPTRT00000107091		
ENSPTRG00000046993	ENSPTRT00000107446		
ENSPTRG00000050097	ENSPTRT00000101005	TRIM66	HGNC Symbol
ENSPTRG00000050097	ENSPTRT00000107174	TRIM66	HGNC Symbol
ENSPTRG00000006094	ENSPTRT00000011182	PIP4P1	VGNC Symbol
ENSPTRG00000007693	ENSPTRT00000014179	TIGD7	VGNC Symbol
ENSPTRG00000009271	ENSPTRT00000072597	RUNDC3A	VGNC Symbol
ENSPTRG00000009271	ENSPTRT00000017036	RUNDC3A	VGNC Symbol
ENSPTRG00000047562	ENSPTRT00000092541		
ENSPTRG00000047562	ENSPTRT00000093382		
ENSPTRG00000019769	ENSPTRT00000036626	BRAF	VGNC Symbol
ENSPTRG00000019769	ENSPTRT00000104202	BRAF	VGNC Symbol
ENSPTRG00000019769	ENSPTRT00000079638	BRAF	VGNC Symbol
ENSPTRG00000027496	ENSPTRT00000054166	RF00003	RFAM
ENSPTRG00000047047	ENSPTRT00000006808	OR8H2	VGNC Symbol
ENSPTRG00000013657	ENSPTRT00000025448	SPO11	VGNC Symbol
ENSPTRG00000013657	ENSPTRT00000088893	SPO11	VGNC Symbol
ENSPTRG00000010885	ENSPTRT00000020164	POLR2I	VGNC Symbol
ENSPTRG00000045305	ENSPTRT00000091411		
ENSPTRG00000051510	ENSPTRT00000098360	SCYGR8	HGNC Symbol
ENSPTRG00000011004	ENSPTRT00000049925	COQ8B	VGNC Symbol
ENSPTRG00000011004	ENSPTRT00000043341	COQ8B	VGNC Symbol
ENSPTRG00000043719	ENSPTRT00000111127		
ENSPTRG00000043268	ENSPTRT00000095441		
ENSPTRG00000029334	ENSPTRT00000056668	C6H6orf120	VGNC Symbol
ENSPTRG00000028968	ENSPTRT00000055984		
ENSPTRG00000051987	ENSPTRT00000086671		
ENSPTRG00000044428	ENSPTRT00000109202	GEMIN7	VGNC Symbol
ENSPTRG00000051601	ENSPTRT00000096754		
ENSPTRG00000017895	ENSPTRT00000033023	OR10C1	VGNC Symbol
ENSPTRG00000048032	ENSPTRT00000091258	SNX22	VGNC Symbol
ENSPTRG00000042795	ENSPTRT00000091425		
ENSPTRG00000010840	ENSPTRT00000020070	CD22	VGNC Symbol
ENSPTRG00000010840	ENSPTRT00000108417	CD22	VGNC Symbol
ENSPTRG00000010840	ENSPTRT00000086517	CD22	VGNC Symbol
ENSPTRG00000010840	ENSPTRT00000101122	CD22	VGNC Symbol
ENSPTRG00000018725	ENSPTRT00000083431	CNKSR3	VGNC Symbol
ENSPTRG00000018725	ENSPTRT00000034574	CNKSR3	VGNC Symbol
ENSPTRG00000001780	ENSPTRT00000003230	HMCN1	VGNC Symbol
ENSPTRG00000001780	ENSPTRT00000106766	HMCN1	VGNC Symbol
ENSPTRG00000040256	ENSPTRT00000073938		
ENSPTRG00000045677	ENSPTRT00000090016		
ENSPTRG00000044154	ENSPTRT00000093424		
ENSPTRG00000044069	ENSPTRT00000097445		
ENSPTRG00000019040	ENSPTRT00000035193	NOD1	VGNC Symbol
ENSPTRG00000030953	ENSPTRT00000059838		
ENSPTRG00000019434	ENSPTRT00000035962	BHLHA15	VGNC Symbol
ENSPTRG00000045613	ENSPTRT00000103540		
ENSPTRG00000015517	ENSPTRT00000028954	TM4SF4	VGNC Symbol
ENSPTRG00000024071	ENSPTRT00000088606	MYO16	VGNC Symbol
ENSPTRG00000024071	ENSPTRT00000088563	MYO16	VGNC Symbol
ENSPTRG00000024071	ENSPTRT00000048413	MYO16	VGNC Symbol
ENSPTRG00000024071	ENSPTRT00000086581	MYO16	VGNC Symbol
ENSPTRG00000030152	ENSPTRT00000043579	WDR5B	VGNC Symbol
ENSPTRG00000029014	ENSPTRT00000056072	SERTAD1	VGNC Symbol
ENSPTRG00000016733	ENSPTRT00000031080		
ENSPTRG00000007750	ENSPTRT00000060397	USP7	VGNC Symbol
ENSPTRG00000007750	ENSPTRT00000107423	USP7	VGNC Symbol
ENSPTRG00000007750	ENSPTRT00000101474	USP7	VGNC Symbol
ENSPTRG00000007750	ENSPTRT00000093942	USP7	VGNC Symbol
ENSPTRG00000051777	ENSPTRT00000103579		
ENSPTRG00000051777	ENSPTRT00000102335		
ENSPTRG00000021084	ENSPTRT00000089868	CDK20	VGNC Symbol
ENSPTRG00000021084	ENSPTRT00000095603	CDK20	VGNC Symbol
ENSPTRG00000021084	ENSPTRT00000077189	CDK20	VGNC Symbol
ENSPTRG00000021084	ENSPTRT00000039002	CDK20	VGNC Symbol
ENSPTRG00000008183	ENSPTRT00000015088	CNOT1	VGNC Symbol
ENSPTRG00000008183	ENSPTRT00000102261	CNOT1	VGNC Symbol
ENSPTRG00000008183	ENSPTRT00000105435	CNOT1	VGNC Symbol
ENSPTRG00000002205	ENSPTRT00000004048	OR6F1	VGNC Symbol
ENSPTRG00000051305	ENSPTRT00000077160		
ENSPTRG00000051305	ENSPTRT00000088006		
ENSPTRG00000024979	ENSPTRT00000051649	RF00003	RFAM
ENSPTRG00000008892	ENSPTRT00000016392	DHRS7B	VGNC Symbol
ENSPTRG00000008892	ENSPTRT00000016393	DHRS7B	VGNC Symbol
ENSPTRG00000008892	ENSPTRT00000084152	DHRS7B	VGNC Symbol
ENSPTRG00000046955	ENSPTRT00000107279	RF01951	RFAM
ENSPTRG00000021762	ENSPTRT00000040384	IL1RAPL1	VGNC Symbol
ENSPTRG00000044643	ENSPTRT00000096475		
ENSPTRG00000003503	ENSPTRT00000055624	PAMR1	VGNC Symbol
ENSPTRG00000003503	ENSPTRT00000106828	PAMR1	VGNC Symbol
ENSPTRG00000003503	ENSPTRT00000108093	PAMR1	VGNC Symbol
ENSPTRG00000003503	ENSPTRT00000088300	PAMR1	VGNC Symbol
ENSPTRG00000020016	ENSPTRT00000037081	ZDHHC2	VGNC Symbol
ENSPTRG00000020016	ENSPTRT00000090121	ZDHHC2	VGNC Symbol
ENSPTRG00000003339	ENSPTRT00000006329	ASCL3	VGNC Symbol
ENSPTRG00000014476	ENSPTRT00000027055		
ENSPTRG00000022738	ENSPTRT00000063759	TMEM123	VGNC Symbol
ENSPTRG00000022738	ENSPTRT00000083351	TMEM123	VGNC Symbol
ENSPTRG00000019504	ENSPTRT00000036116	POP7	VGNC Symbol
ENSPTRG00000052691	ENSPTRT00000110039		
ENSPTRG00000025189	ENSPTRT00000051859	RF00417	RFAM
ENSPTRG00000050360	ENSPTRT00000105801		
ENSPTRG00000047651	ENSPTRT00000086426		
ENSPTRG00000046226	ENSPTRT00000110398		
ENSPTRG00000006237	ENSPTRT00000011442	COCH	VGNC Symbol
ENSPTRG00000006237	ENSPTRT00000080490	COCH	VGNC Symbol
ENSPTRG00000006237	ENSPTRT00000091207	COCH	VGNC Symbol
ENSPTRG00000045342	ENSPTRT00000102801		
ENSPTRG00000044262	ENSPTRT00000099587		
ENSPTRG00000003305	ENSPTRT00000006273	OR6A2	VGNC Symbol
ENSPTRG00000021693	ENSPTRT00000046719	ZRSR2	VGNC Symbol
ENSPTRG00000021693	ENSPTRT00000090903	ZRSR2	VGNC Symbol
ENSPTRG00000021693	ENSPTRT00000087641	ZRSR2	VGNC Symbol
ENSPTRG00000048239	ENSPTRT00000098335		
ENSPTRG00000044425	ENSPTRT00000081524		
ENSPTRG00000052259	ENSPTRT00000109410	SOCS3	VGNC Symbol
ENSPTRG00000051184	ENSPTRT00000103919		
ENSPTRG00000023905	ENSPTRT00000042747	TSPYL4	VGNC Symbol
ENSPTRG00000000759	ENSPTRT00000001441	YIPF1	VGNC Symbol
ENSPTRG00000000759	ENSPTRT00000076763	YIPF1	VGNC Symbol
ENSPTRG00000000759	ENSPTRT00000091094	YIPF1	VGNC Symbol
ENSPTRG00000050298	ENSPTRT00000091815		
ENSPTRG00000011567	ENSPTRT00000021563	ZNF551	VGNC Symbol
ENSPTRG00000013817	ENSPTRT00000097283	N6AMT1	VGNC Symbol
ENSPTRG00000013817	ENSPTRT00000025788	N6AMT1	VGNC Symbol
ENSPTRG00000013817	ENSPTRT00000093782	N6AMT1	VGNC Symbol
ENSPTRG00000047476	ENSPTRT00000090996		
ENSPTRG00000051623	ENSPTRT00000096893		
ENSPTRG00000049874	ENSPTRT00000094755		
ENSPTRG00000015724	ENSPTRT00000029308	RTP1	VGNC Symbol
ENSPTRG00000043770	ENSPTRT00000081049		
ENSPTRG00000044544	ENSPTRT00000087274	SMIM36	HGNC Symbol
ENSPTRG00000004061	ENSPTRT00000044141	PPME1	VGNC Symbol
ENSPTRG00000004061	ENSPTRT00000098100	PPME1	VGNC Symbol
ENSPTRG00000022440	ENSPTRT00000091561	UBL4A	VGNC Symbol
ENSPTRG00000022440	ENSPTRT00000041889	UBL4A	VGNC Symbol
ENSPTRG00000022440	ENSPTRT00000110859	UBL4A	VGNC Symbol
ENSPTRG00000003276	ENSPTRT00000006228	OR56B4	VGNC Symbol
ENSPTRG00000003312	ENSPTRT00000006283	RBMXL2	VGNC Symbol
ENSPTRG00000049390	ENSPTRT00000096041	NRIP1	VGNC Symbol
ENSPTRG00000042207	ENSPTRT00000076204		
ENSPTRG00000048694	ENSPTRT00000086251		
ENSPTRG00000000707	ENSPTRT00000001342	CYP4Z1	VGNC Symbol
ENSPTRG00000031250	ENSPTRT00000060331	FGFBP2	VGNC Symbol
ENSPTRG00000048341	ENSPTRT00000108580		
ENSPTRG00000043032	ENSPTRT00000093223	TSGA10IP	HGNC Symbol
ENSPTRG00000018330	ENSPTRT00000089630	FAM135A	VGNC Symbol
ENSPTRG00000018330	ENSPTRT00000033892	FAM135A	VGNC Symbol
ENSPTRG00000018330	ENSPTRT00000095434	FAM135A	VGNC Symbol
ENSPTRG00000018330	ENSPTRT00000087585	FAM135A	VGNC Symbol
ENSPTRG00000018330	ENSPTRT00000106727	FAM135A	VGNC Symbol
ENSPTRG00000006743	ENSPTRT00000012426	ANKRD9	VGNC Symbol
ENSPTRG00000028313	ENSPTRT00000055063	DDX53	VGNC Symbol
ENSPTRG00000049040	ENSPTRT00000109002		
ENSPTRG00000017341	ENSPTRT00000032082	PCDHB14	NCBI gene
ENSPTRG00000005577	ENSPTRT00000010236	VPS33A	NCBI gene
ENSPTRG00000005577	ENSPTRT00000089098	VPS33A	NCBI gene
ENSPTRG00000050263	ENSPTRT00000097146		
ENSPTRG00000015960	ENSPTRT00000029783		
ENSPTRG00000041394	ENSPTRT00000074529	FJX1	VGNC Symbol
ENSPTRG00000043299	ENSPTRT00000098856		
ENSPTRG00000045594	ENSPTRT00000083825	TRPC5OS	HGNC Symbol
ENSPTRG00000043527	ENSPTRT00000092184		
ENSPTRG00000019890	ENSPTRT00000089731	GALNTL5	VGNC Symbol
ENSPTRG00000019890	ENSPTRT00000067565	GALNTL5	VGNC Symbol
ENSPTRG00000040440	ENSPTRT00000073432		
ENSPTRG00000048794	ENSPTRT00000078718		
ENSPTRG00000015318	ENSPTRT00000058372	ZNF281	VGNC Symbol
ENSPTRG00000048381	ENSPTRT00000104734	SPRY3	HGNC Symbol
ENSPTRG00000002185	ENSPTRT00000004006	KIF26B	VGNC Symbol
ENSPTRG00000002185	ENSPTRT00000105304	KIF26B	VGNC Symbol
ENSPTRG00000002185	ENSPTRT00000079215	KIF26B	VGNC Symbol
ENSPTRG00000048732	ENSPTRT00000101718		
ENSPTRG00000047191	ENSPTRT00000080376		
ENSPTRG00000032521	ENSPTRT00000062093	CTF2	NCBI gene
ENSPTRG00000013438	ENSPTRT00000047209	UQCC1	VGNC Symbol
ENSPTRG00000013438	ENSPTRT00000079129	UQCC1	VGNC Symbol
ENSPTRG00000013438	ENSPTRT00000088243	UQCC1	VGNC Symbol
ENSPTRG00000013438	ENSPTRT00000098487	UQCC1	VGNC Symbol
ENSPTRG00000013438	ENSPTRT00000085851	UQCC1	VGNC Symbol
ENSPTRG00000052719	ENSPTRT00000090209		
ENSPTRG00000008507	ENSPTRT00000097039	VPS53	VGNC Symbol
ENSPTRG00000008507	ENSPTRT00000087804	VPS53	VGNC Symbol
ENSPTRG00000008507	ENSPTRT00000015695	VPS53	VGNC Symbol
ENSPTRG00000008507	ENSPTRT00000100003	VPS53	VGNC Symbol
ENSPTRG00000008507	ENSPTRT00000110901	VPS53	VGNC Symbol
ENSPTRG00000027248	ENSPTRT00000053918	RF00272	RFAM
ENSPTRG00000051347	ENSPTRT00000085410		
ENSPTRG00000028170	ENSPTRT00000054849	PNMA5	VGNC Symbol
ENSPTRG00000045861	ENSPTRT00000036709	OR2A12	VGNC Symbol
ENSPTRG00000052574	ENSPTRT00000099131		
ENSPTRG00000001570	ENSPTRT00000058626	NIT1	VGNC Symbol
ENSPTRG00000001570	ENSPTRT00000100233	NIT1	VGNC Symbol
ENSPTRG00000001570	ENSPTRT00000087417	NIT1	VGNC Symbol
ENSPTRG00000001570	ENSPTRT00000091877	NIT1	VGNC Symbol
ENSPTRG00000015534	ENSPTRT00000028985	MED12L	VGNC Symbol
ENSPTRG00000015534	ENSPTRT00000081003	MED12L	VGNC Symbol
ENSPTRG00000015534	ENSPTRT00000077417	MED12L	VGNC Symbol
ENSPTRG00000042354	ENSPTRT00000074451	GLIPR2	VGNC Symbol
ENSPTRG00000042354	ENSPTRT00000101701	GLIPR2	VGNC Symbol
ENSPTRG00000042354	ENSPTRT00000111349	GLIPR2	VGNC Symbol
ENSPTRG00000042354	ENSPTRT00000092702	GLIPR2	VGNC Symbol
ENSPTRG00000042354	ENSPTRT00000110971	GLIPR2	VGNC Symbol
ENSPTRG00000042354	ENSPTRT00000086262	GLIPR2	VGNC Symbol
ENSPTRG00000042354	ENSPTRT00000090804	GLIPR2	VGNC Symbol
ENSPTRG00000043951	ENSPTRT00000081378		
ENSPTRG00000029333	ENSPTRT00000056666	SLC25A52	VGNC Symbol
ENSPTRG00000028742	ENSPTRT00000055731	RHOG	VGNC Symbol
ENSPTRG00000022118	ENSPTRT00000044928	GPRASP2	VGNC Symbol
ENSPTRG00000049544	ENSPTRT00000100376	ITPRIP	VGNC Symbol
ENSPTRG00000005071	ENSPTRT00000009333	RAB5B	VGNC Symbol
ENSPTRG00000005071	ENSPTRT00000093653	RAB5B	VGNC Symbol
ENSPTRG00000005071	ENSPTRT00000081543	RAB5B	VGNC Symbol
ENSPTRG00000005071	ENSPTRT00000078081	RAB5B	VGNC Symbol
ENSPTRG00000005071	ENSPTRT00000095667	RAB5B	VGNC Symbol
ENSPTRG00000039353	ENSPTRT00000065911		
ENSPTRG00000006949	ENSPTRT00000109911	RPAP1	VGNC Symbol
ENSPTRG00000006949	ENSPTRT00000012806	RPAP1	VGNC Symbol
ENSPTRG00000002953	ENSPTRT00000081909	PLEKHS1	VGNC Symbol
ENSPTRG00000002953	ENSPTRT00000106507	PLEKHS1	VGNC Symbol
ENSPTRG00000002953	ENSPTRT00000005641	PLEKHS1	VGNC Symbol
ENSPTRG00000019371	ENSPTRT00000035846	SLC25A40	VGNC Symbol
ENSPTRG00000002532	ENSPTRT00000064363	CABCOCO1	VGNC Symbol
ENSPTRG00000024692	ENSPTRT00000051362	RF00003	RFAM
ENSPTRG00000050559	ENSPTRT00000079572		
ENSPTRG00000016325	ENSPTRT00000030382	CISD2	VGNC Symbol
ENSPTRG00000016325	ENSPTRT00000074785	CISD2	VGNC Symbol
ENSPTRG00000047739	ENSPTRT00000103861		
ENSPTRG00000045155	ENSPTRT00000098638	TMEM255B	VGNC Symbol
ENSPTRG00000045155	ENSPTRT00000110536	TMEM255B	VGNC Symbol
ENSPTRG00000010780	ENSPTRT00000019958	PLEKHF1	VGNC Symbol
ENSPTRG00000003900	ENSPTRT00000007289	CCDC85B	VGNC Symbol
ENSPTRG00000046932	ENSPTRT00000084890	HIST1H4B	HGNC Symbol
ENSPTRG00000043588	ENSPTRT00000098299		
ENSPTRG00000047953	ENSPTRT00000084203		
ENSPTRG00000017845	ENSPTRT00000032952	POM121L2	VGNC Symbol
